sample_id,A1_cm2,A2_cm2,A3_cm2,A4_cm2,A5_cm2,A6_cm2,A7_cm2,A8_cm2,A9_cm2,A10_cm2,E_GPa,P2_kN,P4_kN,density_kg_m3,mass_kg,max_disp_mm,v_node2_mm,v_node4_mm,max_abs_stress_MPa,stress1_MPa,stress2_MPa,stress3_MPa,stress4_MPa,stress5_MPa,stress6_MPa,stress7_MPa,stress8_MPa,stress9_MPa,stress10_MPa,split
0,94.7464,163.684,225.765,21.3315,219.919,192.193,17.4637,188.861,164.734,145.472,108.102,348.544,319.382,7043.59,10615,32.9532,-32.1992,-16.7924,95.6698,95.6698,13.142,-20.3121,-62.5508,19.3009,11.1926,89.1049,-41.7756,11.4547,-20.9124,test
1,96.2972,121.867,210.081,221.647,56.7628,208.371,47.8881,34.7612,28.5144,99.1869,109.778,223.151,567.441,5989.83,6641.01,39.4373,-39.3081,-27.3321,146.915,53.6111,11.0402,-34.3028,-3.99772,36.0271,6.4569,146.915,-119.247,43.9465,-19.1832,train
2,137.281,128.736,83.4113,82.911,102.655,162.036,115.073,32.9963,114.681,56.2258,138.855,389.824,457.507,4584.36,4812.9,35.5848,-34.2249,-17.391,117.994,46.8218,10.9802,-117.994,-29.9682,0.436773,8.7237,73.0474,-108.415,30.6404,-35.5542,train
3,92.3385,217.041,38.7541,186.061,165.04,159.215,146.34,178.176,108.222,202.206,86.529,563.267,519.271,6429.16,10325.5,81.3267,-77.098,-30.8054,228.913,143.162,12.2219,-228.913,-16.0164,27.9127,16.6608,31.298,-60.2171,38.9419,-18.5525,train
4,191.308,29.1334,213.191,161.421,48.3389,152.9,94.9474,56.7766,163.064,112.398,92.0971,341.419,554.169,6458.96,8271.01,34.1584,-33.6506,-21.0047,84.47,35.0165,25.8547,-42.6159,-16.4845,12.9044,4.92631,84.47,-81.8175,23.0778,-9.47737,train
5,180.126,129.477,208.555,215.521,114.657,157.982,52.4186,93.0376,35.6173,222.55,137.486,393.11,347.535,7082.49,10213.8,23.776,-23.6313,-13.4741,84.3733,45.5804,21.1525,-33.8445,-5.53234,26.9218,17.336,84.3733,-65.0444,47.3427,-17.4037,train
6,89.0549,43.9795,104.104,169.016,161.138,200.591,138.446,103.377,178.747,56.8746,82.268,299.912,390.727,5656.24,7463.77,37.8745,-36.7805,-16.5638,67.2549,66.2861,14.1932,-67.2549,-14.0514,3.28334,3.11187,40.8843,-39.7271,18.7898,-15.5213,train
7,155.384,36.7749,158.192,132.2,89.2348,104.711,205.178,12.5731,102.895,75.7824,128.319,405.69,392.579,6627.15,7496.86,28.1602,-27.404,-12.2355,80.8254,30.7334,40.5919,-71.5649,-19.3959,-20.682,14.256,50.0687,-80.8254,35.2422,-27.8572,test
8,45.926,65.7052,114.928,158.551,69.7613,111.23,168.968,94.646,135.313,100.548,139.532,259.691,333.558,5243.9,6101.5,22.3506,-21.8232,-8.79849,90.1489,90.1489,13.9033,-60.7872,-10.6173,-2.00856,8.21289,36.7364,-23.0598,17.5938,-12.8487,train
9,40.973,78.5622,146.885,19.6662,51.6082,221.92,189.044,95.2184,191.41,105.894,180.064,286.288,285.021,6803.37,8597.88,18.3328,-17.4799,-6.19355,94.424,94.424,22.0978,-51.5369,-57.2977,-2.34202,7.82286,35.2134,-14.9408,8.32545,-23.185,train
10,9.45574,220.516,180.386,5.34676,66.0177,28.3979,98.0535,56.5309,108.937,116.505,148.254,442.891,523.789,6146.66,5887.8,69.4057,-67.5612,-23.0209,418.388,418.388,15.7941,-80.7625,-176.939,-21.491,122.645,146.241,11.8263,12.2816,-42.2773,train
11,44.7252,70.2834,210.88,132.854,21.1954,153.844,213.225,25.5293,117.032,159.696,207.382,543.728,297.205,6516.1,8119.9,22.3328,-21.7209,-7.19529,138.985,138.985,47.557,-61.9676,-15.7677,-62.0877,21.7264,50.6092,-43.1445,25.3137,-29.5997,train
12,151.49,53.6716,2.58074,185.997,16.4383,44.7035,59.5653,111.266,89.5172,160.117,96.6094,448.094,303.771,4458.35,4278.55,151.598,-132.616,-59.1155,745.939,96.082,-20.7907,-745.939,-30.0908,272.394,-24.9616,-60.6818,-128.05,88.4197,9.85579,train
13,221.833,77.8747,212.57,190.854,17.251,154.12,140.792,158.53,194.942,39.0302,169.077,318.456,521.914,7533.28,11219.1,12.3434,-12.006,-7.22135,48.0262,30.6853,2.84125,-37.4738,-15.5266,38.2102,1.43565,48.0262,-32.3154,21.4974,-8.01715,train
14,23.3177,66.527,57.0622,13.8274,97.2534,3.67318,25.4716,76.9917,150.991,106.635,139.596,578.372,434.814,4693.26,3308.34,120.204,-115.497,-45.6198,484.049,484.049,19.1728,-182.474,-326.035,10.231,347.249,256.988,-101.085,42.2249,-16.916,train
15,68.8515,114.832,179.323,58.2534,138.513,25.6911,168.59,20.9901,108.075,97.3733,93.1786,412.601,217.648,5761.62,6027.71,39.9836,-38.8172,-14.5845,69.8496,69.8496,13.9393,-54.3446,-43.3507,-13.2989,62.305,47.1369,-46.0338,33.0451,-23.2478,train
16,208.957,81.3022,88.7125,75.1731,125.64,114.882,1.01911,94.8196,88.3905,198.438,99.0256,451.684,521.294,6990.5,7899.63,55.4917,-54.8965,-37.7847,178.414,67.5645,22.8093,-52.3648,-35.4169,55.2279,16.1421,178.414,-143.2,42.5973,-13.2161,train
17,169.484,30.7831,74.6627,31.9456,22.4855,96.7498,201.098,221.37,71.4566,7.69413,179.644,595.035,244.534,7484.07,7770.76,37.7175,-34.9637,-8.0389,160.084,67.8341,27.1701,-117.858,-160.084,19.2327,8.64476,20.0374,-35.4331,101.212,-153.73,train
18,96.4777,43.5058,192.58,86.6737,10.7504,79.3792,10.9289,29.4229,84.854,137.126,86.178,356.295,311.381,3606.06,2902.88,80.7685,-80.4592,-65.947,295.579,82.4596,9.79346,-30.3621,-36.1918,116.804,5.36756,295.579,-211.129,52.2806,-4.39419,train
19,206.173,97.9858,89.2904,190.11,185.344,150.228,76.7474,186.343,134.505,224.705,80.5995,338.786,399.689,5991.86,9857.71,32.9078,-31.8606,-15.7991,61.5556,42.0237,13.167,-61.5556,-11.034,17.1498,8.58817,38.8524,-40.0434,22.0554,-8.11994,train
20,133.73,205.748,20.0747,166.457,169.219,139.575,170.806,205.612,197.241,88.0221,115.229,545.82,350.145,5595.28,9058.77,59.6311,-55.0009,-20.8652,265.171,108.822,6.18253,-265.171,-25.1486,29.0066,9.11373,-1.11757,-62.5534,30.0146,-20.4374,train
21,138.084,1.80852,35.8358,213.557,221.784,92.0799,25.2062,83.7771,79.5987,206.322,128.941,333.957,246.324,6673.41,7698.66,39.2253,-37.4261,-16.2954,120.394,59.1492,113.385,-120.394,-14.6776,7.6356,2.22697,54.6947,-81.4994,55.6903,-1.40556,train
22,143.734,98.3585,112.158,143.03,43.6862,225.208,121.639,94.5201,166.404,212.326,109.345,405.855,291.621,7144.75,10501.9,28.0728,-27.0987,-13.3324,70.345,50.1072,16.0785,-70.345,-17.3188,15.2555,7.02218,44.5428,-47.034,21.0521,-10.5334,train
23,195.45,29.637,115.585,14.3984,168.137,45.6404,43.2073,15.0687,75.2231,217.928,189.43,469.109,375.772,6592.71,6425.29,40.6901,-39.2601,-23.614,224.848,36.2592,95.8287,-92.9539,-128.557,3.24007,62.2271,198.121,-224.848,34.7996,-18.4302,test
24,77.1356,22.6002,124.258,133.791,97.0188,196.011,117.94,11.9291,51.1742,120.238,206.674,225.706,430.912,3160.44,3112.11,17.4658,-17.1562,-9.08434,85.6934,38.632,47.7368,-65.1902,-8.80626,-4.69355,5.50408,70.0675,-85.6934,32.5599,-12.6894,train
25,128.372,143.864,141.061,123.999,217.918,53.5819,85.7316,53.8966,96.0142,61.173,73.6671,431.844,436.83,4492.57,5046.92,60.0277,-58.954,-30.0317,89.584,60.2356,10.1366,-67.9925,-23.0659,2.54203,27.2162,86.9765,-89.584,42.1277,-33.7133,train
26,116.154,19.6045,48.1622,130.027,215.668,109.004,161.228,39.2896,140.554,46.2399,125.052,322.381,448.014,3198.93,3470.23,42.3466,-40.0312,-18.6178,168.664,51.8997,30.3831,-168.664,-20.2124,0.817834,5.46445,42.9754,-100.948,26.4439,-18.2174,test
27,18.2644,162.482,121.626,27.0237,114.238,77.1941,22.4524,38.8985,122.285,52.7361,120.87,381.046,553.099,6757.57,5283.82,106.873,-103.12,-56.0733,430.458,430.458,9.86547,-74.822,-81.6873,16.1427,20.7654,333.192,-147.302,25.5295,-42.9864,train
28,126.387,201.605,50.2813,92.382,225.704,119.99,105.146,28.819,118.91,184.202,208.63,552.529,493.326,6729.6,8827.06,38.4575,-36.5334,-18.8714,246.2,72.2377,14.6368,-246.2,-27.8673,4.56415,24.5925,92.1861,-176.885,30.6182,-22.6551,train
29,143.895,17.7778,180.013,14.6241,133.02,136.648,47.7845,114.597,212.636,106.616,183.912,381.525,304.922,4412.25,5273.62,23.085,-21.3077,-9.05595,143.651,56.9438,96.4397,-35.0033,-143.651,17.1246,12.5467,73.5688,-54.0363,13.9719,-22.7418,train
30,148.496,119.493,149.501,110.385,129.487,43.8573,189.675,167.18,113.603,147.98,148.32,445.723,205.589,2926.72,4217.21,18.9217,-18.31,-6.4573,53.0156,50.5176,14.7661,-53.0156,-24.3944,2.71573,40.2315,25.8624,-25.7536,33.5218,-16.8624,train
31,128.824,46.9409,222.739,50.7569,47.5965,191.396,193.7,172.403,161.72,148.084,61.1355,358.374,414.433,3300.46,4961.88,41.1905,-39.3962,-16.4384,49.6637,49.6637,30.6644,-38.1508,-42.247,14.0725,7.52063,35.8769,-23.0842,18.7518,-13.7465,train
32,209.843,8.55534,88.9836,66.4586,107.428,217.72,213.467,14.8952,184.004,62.3576,204.989,437.587,278.154,5794.17,7260.37,22.5497,-21.2068,-8.8791,117.956,25.7953,92.9063,-117.956,-53.8836,-23.6802,3.65077,40.547,-98.4676,27.523,-18.0264,train
33,3.87751,104.853,194.936,168.15,11.0458,62.3612,135.738,116.645,18.7772,5.24784,171.69,382.683,459.557,7196.25,6159.93,97.7078,-92.234,-14.5004,649.999,649.999,12.5014,-69.539,-14.9629,-346.056,21.0197,101.362,15.8396,189.495,-353.244,train
34,210.878,14.5382,178.273,54.0188,52.3383,53.9768,118.088,10.5905,152.694,205.314,65.4994,556.2,293.755,6440.39,7374.91,78.6015,-76.0733,-35.2244,136.158,31.2107,128.085,-73.1571,-68.4924,-51.2099,34.4987,89.5793,-136.158,34.2673,-12.8264,train
35,138.995,160.765,87.4229,44.0475,210.202,37.2107,102.071,6.54782,39.5888,119.59,158.806,408.231,592.281,6476.14,6261.5,43.774,-42.4484,-23.2998,186.096,35.5691,15.9717,-151.285,-34.386,-3.10649,69.0042,126.685,-186.096,54.1061,-30.3644,train
36,182.866,213.92,66.1362,8.66775,205.354,191.291,40.2412,222.536,200.883,91.2913,115.023,368.402,225.801,3486.93,5270.69,32.0456,-28.4902,-10.471,115.381,47.7729,12.5464,-69.1605,-115.381,19.7315,14.0305,31.2775,-32.1056,7.04067,-41.5772,train
37,41.7323,34.3345,10.7232,149.404,119.157,137.57,28.0875,185.447,124.635,35.6207,83.5359,306.809,498.836,7295.74,6814.91,120.574,-113.896,-44.3365,343.295,251.877,10.1354,-343.295,-18.2063,39.6385,2.52957,30.8723,-56.7625,30.8646,-13.816,train
38,25.7747,187.15,202.853,177.229,142.602,210.556,98.1578,65.2949,125.788,42.0099,136.862,475.188,512.565,6455.14,8349.93,50.6246,-48.1432,-20.2383,246.248,246.248,7.3958,-64.255,-19.0023,-12.4307,6.57366,119.329,-34.5482,37.8631,-46.5949,train
39,166.495,59.6846,41.1347,76.4578,133.27,1.3128,37.4622,161.718,139.37,83.2127,208.52,334.637,369.933,5457.8,5364,20.0407,-18.9545,-8.01279,106.042,56.3166,1.79735,-106.042,-42.3645,20.9421,81.714,38.3409,-52.7326,32.8676,-1.82314,train
40,137.922,37.3186,55.4151,37.214,13.3723,2.7101,56.26,30.4649,150.923,210.044,67.9642,232.406,320.716,7670.46,6432.31,67.755,-64.374,-35.2561,107.209,33.5954,5.41823,-100.077,-57.0178,14.032,74.6102,80.9846,-107.209,19.8827,-1.3614,train
41,179.997,100.596,35.0538,18.1276,219.858,46.8987,83.6012,168.383,40.4101,196.333,68.3296,231.521,382.916,5201.42,6143.55,51.1794,-47.5677,-19.009,100.815,40.2277,15.7517,-100.815,-40.3061,19.0805,33.7869,20.6162,-41.3694,25.5703,-11.4138,train
42,200.038,131.432,172.78,162.262,14.1558,141.877,201.546,48.0667,12.7452,171.584,117.254,353.058,568.996,3946.72,5183.18,28.0694,-27.5466,-13.524,72.6832,25.1598,21.8785,-65.1047,-4.03692,59.8558,20.2679,54.1572,-44.2017,72.6832,-23.7005,train
43,116.787,57.7288,42.9132,168.798,213.423,164.69,185.077,167.362,178.675,103.909,166.31,503.109,371.085,7763.12,11800.7,32.3432,-30.4673,-11.7589,175.597,96.4893,23.3338,-175.597,-21.8253,11.9647,8.17919,19.1362,-52.7078,29.1594,-18.3332,train
44,13.5198,25.9527,55.5615,0.941047,223.567,2.01001,199.92,212.182,148.967,66.3367,152.886,429.631,353.205,5564.51,6150.8,183.876,-148.936,-19.3984,1587.36,328.45,107.986,-215.624,-1587.36,-6.03626,1394.28,54.3564,-0.96161,14.1812,-59.7463,train
45,155.756,8.0313,172.898,47.0563,147.899,138.971,180.34,87.5768,131.447,195.829,145.209,454.88,378.636,4910.96,6791.29,27.1616,-25.1907,-8.89178,130.526,48.3572,130.526,-57.264,-74.3897,-3.4981,7.54326,41.9701,-48.1725,37.6614,-7.57046,train
46,5.35651,18.539,22.6408,90.4525,169.152,74.7864,103.479,56.1136,178.93,199.573,177.405,283.036,513.744,4998.76,5219.51,98.8075,-92.9893,-33.7172,634.311,634.311,42.2097,-451.875,-22.6399,-8.75252,10.4635,101.14,-14.2983,16.1855,-5.54515,train
47,33.9711,220.705,153.035,25.3609,119.037,85.6559,217.545,27.5867,63.5945,218.976,189.302,355.296,279.867,3220.47,4075.74,19.6806,-19.1132,-6.81983,113.802,113.802,12.1393,-62.6754,-34.4528,-4.7105,31.2787,39.2556,-16.0474,19.4305,-17.3032,test
48,178.234,161.663,161.001,161.705,45.4985,156.799,138.584,221.741,89.0361,48.641,109.361,505.655,439.128,4804.98,6894.48,31.742,-31.0057,-12.5839,59.1942,56.2777,9.17212,-59.1942,-22.1004,30.7769,9.45662,45.6537,-31.7234,56.7641,-43.1115,train
49,167.646,96.3029,99.3674,74.802,63.082,122.258,46.5934,204.153,158.197,32.629,180.312,482.595,536.037,6784.45,7741.83,24.0698,-23.1497,-11.8443,79.3431,73.9544,7.31109,-74.8739,-55.1038,54.6966,5.75896,79.3431,-52.4546,36.8477,-30.5163,train
50,21.4806,157.576,50.6332,191.541,3.0993,190.582,195.524,183.803,146.056,155.148,200.896,372.003,363.465,3558.47,5132.42,36.3078,-34.6935,-12.1041,253.709,253.709,12.347,-184.561,-9.26394,-14.3988,10.2087,40.6843,-13.3094,17.1812,-17.7347,train
51,85.6011,216.606,214.108,129.834,131.257,71.1862,142.878,151.3,138.669,24.2866,165.662,379.093,207.339,4490.97,6139.59,17.1328,-16.8262,-5.859,70.5649,70.5649,3.19588,-34.5888,-23.8664,-6.46958,9.72444,35.7795,-21.0263,31.6017,-40.3096,train
52,157.457,209.925,139.226,88.5575,191.304,210.94,148.711,115.443,173.693,31.7408,93.2005,564.365,567.092,4216.9,6406.65,48.1852,-46.3416,-19.6745,84.3942,68.9202,5.72375,-84.3942,-50.1605,4.0053,5.6962,58.0693,-63.8037,36.1677,-53.5354,train
53,6.06945,152.243,0.673224,138.476,86.4419,135.804,35.73,177.402,130.357,192.99,60.9573,467.969,292.39,6589.82,7703.32,1298.47,-1220.6,-406.758,2926.11,2470.25,6.67153,-2926.11,-26.4595,76.9228,7.47909,-107.254,-82.2161,39.7499,-7.44288,train
54,91.0985,182.357,179.052,63.1064,68.2745,84.6332,68.2262,58.3123,206.74,201.595,115.188,572.942,503.727,7061.05,9200.35,47.9853,-47.0467,-26.6385,133.764,110.242,13.7932,-68.0397,-50.932,16.1017,29.7198,133.764,-104.612,21.9864,-17.645,train
55,179.048,162.851,134.492,161.594,166.789,17.4143,126.151,5.25608,172.756,80.9528,89.368,295.506,279.487,5382.2,6726.8,34.4936,-33.5926,-18.8068,88.6573,18.3446,3.98272,-62.275,-14.2732,-11.8531,37.2447,60.7655,-88.6573,18.8812,-11.3306,train
56,124.459,30.0808,107.982,27.0647,122.978,61.7741,48.4483,146.358,122.718,13.3122,113.65,416.434,542.082,3615.34,3114.82,48.8334,-46.2651,-19.2973,128.12,86.5654,23.1643,-66.1225,-128.12,25.5487,11.2798,86.861,-63.8652,39.9602,-74.024,train
57,111.103,78.5273,50.0458,89.6792,105.283,32.3626,62.6238,139.908,206.156,12.5147,182.355,595.201,531.958,5386.86,5234.45,38.9729,-37.0368,-15.9796,180.196,127.428,5.30411,-180.196,-61.7255,25.3608,12.8703,69.2393,-82.943,37.973,-47.0682,train
58,103.541,142.171,198.106,42.8884,113.464,35.1084,15.861,133.341,37.1774,109.34,165.841,205.099,523.593,2889.54,2783.52,22.3924,-22.2753,-13.686,115.658,77.6578,7.01516,-16.9008,-24.5669,43.5038,28.4079,115.658,-63.5275,40.0798,-12.8999,test
59,155.075,136.589,67.6746,219.772,116.228,210.981,78.5186,112.231,176.562,6.79465,142.757,527.599,424.447,3147,4130.5,35.6949,-34.3958,-15.5636,125.963,74.4669,1.59954,-125.963,-23.0126,10.449,1.03554,58.509,-79.0323,40.5093,-45.4735,train
60,92.8394,215.408,74.1158,77.5585,104.539,145.053,54.7211,19.1535,18.0695,16.1026,88.4201,293.604,306.209,7295,5752.11,75.6562,-74.6898,-32.5681,131.008,50.7365,6.44732,-96.6037,-19.9492,2.17221,9.57451,109.161,-131.008,121.094,-121.972,train
61,162.128,187.03,45.0845,5.61873,20.0577,129.855,123.832,41.3509,221.664,55.3894,119.263,416.783,364.03,3717.73,3995.05,66.165,-56.8464,-24.1529,239.488,43.3744,15.0896,-202.1,-239.488,75.7198,21.7335,56.4596,-97.9626,8.58503,-72.0573,train
62,170.781,142.376,196.997,67.6199,218.925,134.68,75.2029,89.4675,53.7805,40.5901,146.689,459.805,234.206,7198.22,8541.64,26.8775,-26.4279,-10.3596,70.1845,47.9663,14.1485,-40.3281,-38.2084,4.61352,14.9569,62.9309,-56.805,67.9397,-70.1845,train
63,108.43,121.495,121.162,120.56,100.206,27.7863,70.5392,96.1447,154.917,176.971,81.131,417.619,205.1,5855.58,6985.96,43.2178,-42.2052,-19.4744,69.5622,69.5622,10.1227,-58.079,-24.4387,4.19203,44.2611,57.3548,-49.5172,26.8966,-9.82801,test
64,127.783,26.4863,182.296,223.266,204.363,225.053,200.927,173.236,98.656,45.9054,142.746,334.012,436.753,3026.18,4767.33,18.5952,-18.0835,-6.82448,51.1681,51.1681,29.6534,-43.0588,-11.4425,3.14928,3.48989,31.7387,-26.1094,36.6212,-24.1962,train
65,223.313,181.952,160.221,75.067,62.3794,118.911,224.662,194.964,50.4349,192.418,173.282,505.002,469.878,5601.33,9007.97,18.4119,-17.7715,-7.25229,66.6234,41.083,17.6063,-66.6234,-24.5982,36.5161,26.9403,35.4048,-29.917,51.777,-23.5448,train
66,11.7079,223.647,178.137,159.579,13.6614,32.4337,104.343,107.691,7.30691,119.609,143.29,401.371,477.001,6782.69,6813.08,59.8366,-59.6466,-19.778,342.852,342.852,15.9331,-71.8384,-2.82185,-32.9341,109.867,119.045,-0.00500379,87.1546,-42.1325,test
67,40.1668,211.213,91.3341,38.9241,42.1719,17.1552,153.823,191.335,12.1014,71.5569,65.6523,548.765,473.272,6495.31,6220.86,144.381,-142.114,-38.583,224.7,206.968,18.2506,-141.047,-41.9504,28.2819,224.7,67.9859,-20.8847,190.825,-76.1836,train
68,25.0139,13.8882,87.2232,218.363,169.005,204.863,69.4497,145.178,190.319,189.441,153.148,308.527,348.669,5079.77,7241.22,39.2533,-36.344,-15.4344,215.159,215.159,39.7258,-84.3873,-11.6025,-1.40146,2.69311,87.0578,-22.3727,18.8262,-4.11869,train
69,158.89,215.281,157.885,46.6235,90.3822,85.7693,210.353,130.408,63.6471,115.298,102.551,302.225,566.627,5308.2,7231.25,26.8664,-25.8289,-11.4279,54.0526,39.0138,7.7855,-54.0526,-28.8734,20.2527,19.5416,37.0564,-34.4495,29.9115,-20.5583,train
70,90.7142,107.245,113.556,136.179,66.6712,143.483,177.081,100.318,86.9584,212.093,114.835,285.477,413.627,7443.6,10026.4,25.0453,-24.2997,-11.0935,65.7181,57.7408,13.3405,-65.7181,-10.4573,14.3852,9.97123,36.7998,-33.5958,23.1597,-9.53982,train
71,31.1053,94.1886,97.5504,57.5918,126.637,156.118,29.9299,133.329,90.8795,41.3548,168.065,551.313,408.671,3434.47,3081.07,62.5648,-59.8173,-26.4254,354.149,354.149,20.0206,-98.515,-62.9849,14.809,12.0787,193.589,-58.3678,56.4477,-64.486,train
72,153.088,124.405,85.9247,193.655,137.211,159.989,89.0263,194.764,120.832,212.065,203.765,211.34,598.746,4327.67,6831.74,12.5988,-12.2444,-6.74397,58.2933,47.808,4.79222,-58.2933,-7.83469,26.8799,3.72635,45.9949,-37.7976,17.7576,-3.97576,train
73,77.7059,104.476,194.71,58.5693,53.5086,152.472,68.4174,165.031,76.502,175.32,76.2473,298.445,425.888,3366.4,4087.02,42.5321,-41.9059,-22.1417,84.7434,84.7434,13.6541,-34.036,-26.5997,38.1749,9.35595,75.2962,-30.8551,28.7997,-11.507,train
74,16.7714,222.862,216.219,28.0175,8.38059,147.929,27.3962,123.072,139.8,9.39138,191.572,423.456,257.477,4157.63,4044.9,58.5074,-55.0219,-20.8504,427.856,427.856,3.59895,-37.4745,-122.513,-58.6232,5.422,199.676,-33.7971,34.7231,-120.781,train
75,109.766,56.6822,184.53,21.8406,19.0087,8.04861,97.1116,44.7236,74.2596,92.3246,99.5583,208.956,351.107,4382.66,3350.46,31.2801,-29.9296,-13.6013,79.9454,33.9914,11.3519,-32.7786,-66.2118,10.2819,79.9454,57.6551,-51.9077,27.5399,-9.85625,train
76,141.691,165.696,30.3388,18.8772,57.527,14.7102,74.4198,10.939,86.4148,60.3999,178.382,560.786,488.617,3144.6,2177.22,84.4044,-78.318,-37.9263,442.627,58.4441,14.328,-442.627,-171.305,-9.74562,161.391,148.622,-345.586,52.9219,-55.5875,test
77,204.245,51.1438,195.106,45.4934,190.184,8.52122,15.5758,158.584,102.54,170.089,160.692,540.166,496.808,7559.25,9169.34,31.9941,-31.1723,-14.7815,139.763,71.1324,23.2864,-34.0564,-92.5564,25.8491,139.763,112.853,-81.3907,58.0734,-9.90222,train
78,39.6436,83.9304,132.348,59.3869,32.2551,183.239,185.361,34.4892,34.0026,214.485,141.033,316.283,278.565,6552.82,7149.12,25.1041,-24.6135,-9.41038,95.7805,95.7805,29.1071,-64.0515,-12.1215,-2.65387,13.3321,40.545,-26.0074,29.9398,-16.1078,test
79,202.657,132.05,213.972,56.318,75.4806,121.637,188.687,132.309,219.066,175.264,95.0423,568.076,333.4,3030.13,5025.42,31.9112,-30.2567,-12.712,53.7726,46.0199,20.0863,-51.6423,-53.7726,8.17611,21.8058,40.2426,-38.9658,19.5501,-21.4023,train
80,190.099,67.2117,142.724,91.5172,137.822,145.338,52.3184,198.562,189.876,66.4284,168.707,529.073,233.125,7331.92,10002.7,19.5849,-18.9226,-8.27574,57.967,57.967,20.3811,-50.3349,-42.8432,13.1173,9.42524,51.1763,-40.8017,29.2032,-29.163,train
81,33.594,159.827,94.6408,224.247,122.488,38.2231,99.7682,23.8446,43.8087,195.319,100.863,462.707,537.005,7828.72,8490.17,76.2546,-75.1011,-34.0109,185.759,185.759,17.3441,-137.476,-8.27212,-1.9731,72.5233,118.84,-95.6854,59.8824,-20.0713,train
82,115.525,103.787,88.1213,104.24,194.901,97.313,220.495,159.223,112.831,212.697,185.499,215.406,515.959,7566.44,11770.6,13.7665,-13.1797,-5.88196,68.9806,47.9821,9.01801,-68.9806,-11.6856,11.1387,9.61798,25.1716,-30.1015,15.2677,-6.22313,train
83,189.096,14.0029,143.381,125.385,59.4609,11.0819,79.0666,221.252,2.55664,197.683,133.708,345.415,400.311,5715.82,6534.77,52.2726,-52.1593,-10.8958,287.778,40.973,209.52,-46.1548,-4.14921,63.461,264.747,56.5845,-27.4448,287.778,-20.9889,test
84,166.375,69.4273,121.697,118.379,146.61,117.97,160.85,154.086,97.4159,108.842,84.0507,243.766,525.647,6045.52,8167.87,28.5584,-27.6564,-13.2113,52.326,37.2744,12.7267,-52.326,-13.128,15.0725,7.48986,34.5554,-34.545,22.5611,-11.4806,test
85,102.462,13.7506,209.236,125.525,85.9682,87.7954,29.5112,103.218,124.472,214.236,180.529,227.805,504.137,3473.08,4101.36,18.8008,-18.3848,-12.3253,110.704,71.1223,19.8649,-21.9283,-15.9721,34.9478,3.11125,110.704,-68.6334,22.779,-1.80314,train
86,69.0755,46.2251,8.82467,120.372,3.24834,163.006,97.9153,169.287,53.2896,23.6056,202.497,365.43,244.521,4833.32,3966.04,56.0775,-50.2757,-24.4553,515.677,128.228,-10.5688,-515.677,-34.4172,326.409,-2.9971,12.9466,-43.4667,109.944,29.2688,train
87,170.42,66.7424,34.9189,195.717,87.6478,69.143,54.5694,201.741,42.0943,84.6178,100.212,527.187,369.122,6926.53,7386.68,62.4022,-59.7194,-22.1675,183.704,76.8222,35.9891,-183.704,-14.6634,56.4798,34.7396,29.6187,-54.8199,96.4171,-40.1445,train
88,106.38,17.3984,44.746,26.8956,205.122,27.7244,184.938,210.295,128.175,45.3898,91.9556,230.069,588.811,7573.79,8536.82,46.7297,-43.128,-15.9199,115.94,71.4638,31.7922,-115.94,-64.9753,17.3266,19.9513,22.078,-35.6529,19.2815,-17.2341,train
89,199.946,0.861935,53.454,18.7515,4.28047,222.409,181.08,143.345,190.966,155.265,174.774,217.552,516.997,4961.64,6570.16,23.4347,-19.691,-10.5011,127.903,24.3048,22.994,-127.903,-114.962,123.446,0.0891122,36.4049,-26.4809,15.9642,-0.180522,train
90,120.129,70.0915,120.032,6.99309,189.692,4.14579,45.7655,175.035,191.14,63.5897,209.919,495.59,505.449,5588.45,6048.21,45.7325,-39.3362,-10.3764,470.827,101.212,23.7314,-64.6807,-470.827,20.6125,401.219,86.7657,-58.1939,24.3609,-36.9928,train
91,162.838,171.259,54.7407,197.558,146.317,11.5544,48.0816,174.041,92.2264,102.011,182.111,329.268,250.305,3267.77,3983.34,18.1396,-17.5333,-7.07915,79.3055,49.3734,3.86602,-79.3055,-13.3155,14.4657,57.302,30.8411,-38.5743,40.3379,-9.17876,test
92,157.525,113.73,121.453,77.6267,67.6333,146.604,35.0484,222.975,105.325,159.171,162.717,531.206,464.018,3954.97,5148.08,26.327,-25.6572,-13.7601,91.2513,82.5444,17.5955,-62.3577,-42.6518,64.7588,13.65,91.2513,-48.7785,44.4561,-17.7799,train
93,73.3009,132.143,138.591,206.665,55.406,178.357,1.55086,207.839,152.785,117.351,118.819,470.895,395.645,7604.78,10170.7,48.6731,-46.7985,-28.7062,179.932,179.932,4.02957,-35.3133,-20.2089,77.6768,2.98545,168.85,-57.7026,38.6585,-6.41698,train
94,127.169,61.371,93.9553,117.881,137.138,157.885,89.1921,127.878,150.003,60.795,80.0925,390.138,412.988,3357.01,3992.07,46.6456,-45.1665,-20.9643,77.2328,67.4503,15.8589,-77.2328,-24.8394,12.7471,6.16447,53.197,-51.7147,27.6059,-22.6404,train
95,168.016,167.948,216.949,147.247,75.0798,66.2703,56.5204,193.565,149.096,154.482,68.6365,451.988,363.816,7481.86,11113.9,42.4476,-41.8101,-22.5095,67.8167,59.325,7.9013,-33.327,-21.6837,30.0322,20.0242,67.8167,-39.8016,30.2852,-12.1482,train
