sample_id,A1_cm2,A2_cm2,A3_cm2,A4_cm2,A5_cm2,A6_cm2,A7_cm2,A8_cm2,A9_cm2,A10_cm2,E_GPa,P2_kN,P4_kN,density_kg_m3,mass_kg,max_disp_mm,v_node2_mm,v_node4_mm,max_abs_stress_MPa,stress1_MPa,stress2_MPa,stress3_MPa,stress4_MPa,stress5_MPa,stress6_MPa,stress7_MPa,stress8_MPa,stress9_MPa,stress10_MPa,split
1765,143.783,67.0809,178.778,8.29031,111.175,35.2024,223.074,64.01,10.9218,214.412,145.61,333.742,219.125,4443.79,5156.36,21.8348,-20.9742,-6.04531,82.0347,32.128,43.0498,-42.4217,-54.2326,7.48773,82.0347,26.9222,-28.3251,58.2172,-19.0474,train
1766,59.1441,42.3727,52.4141,208.276,71.8944,185.777,48.5451,25.6501,32.1785,109.414,150.038,469.63,276.441,2841.42,2403.45,56.7233,-55.5636,-27.4041,178.418,126.837,67.4846,-178.418,-8.81905,13.4723,15.3922,135.619,-154.674,80.7252,-36.9602,test
1767,207.373,23.1907,68.1006,198.011,199.039,111.657,126.582,166.776,123.332,147.373,112.937,574.042,584.91,6154.39,9032.69,44.4323,-42.5141,-17.7406,137.758,66.0114,61.84,-137.758,-21.7479,18.2992,12.8438,40.6779,-67.4015,49.3795,-13.7619,test
1768,199.298,193.319,220.707,126.383,126.198,175.566,187.13,130.96,170.514,157.919,69.6473,564.888,553.541,6544.12,11703.4,45.0877,-43.7969,-20.6589,55.9821,50.8104,12.4816,-55.9821,-25.6043,9.83848,13.7438,50.6855,-48.3521,26.8383,-21.6085,test
1769,48.4479,153.435,169.837,142.531,222.875,214.949,116.657,4.61244,66.1161,173.081,114.686,555.476,464.258,3175.73,4245.04,51.9248,-51.2593,-26.2674,121.874,121.874,23.9009,-90.689,-13.243,-6.89969,17.0609,119.381,-107.239,40.3739,-29.9643,train
1770,212.88,66.015,211.999,71.7275,82.8252,66.9621,181.839,139.339,68.7252,27.1334,189.827,391.159,328.398,3194.58,3803.85,15.9167,-15.4833,-4.85512,58.1777,33.0952,16.9084,-37.6107,-38.9723,4.08489,16.6693,31.5902,-31.8055,57.5229,-58.1777,train
1771,84.1706,146.729,8.55918,129.179,39.0195,2.80728,215.945,145.608,171.278,69.9726,134.851,516.496,471.866,4980.88,5752.16,92.3027,-83.7152,-35.6207,533.19,185.93,-0.166349,-533.19,-40.172,135.715,-8.69461,-3.93781,-101.835,42.8477,0.493313,test
1772,92.4829,203.515,164.694,101.396,220.168,223.9,174.512,73.5912,59.1706,129,101.169,271.062,255.999,5411.58,8031.86,22.2167,-21.7635,-9.21515,44.8053,44.8053,8.51808,-39.7594,-9.63621,2.07127,7.74253,31.0986,-27.54,23.3526,-19.0047,train
1773,95.1912,151.201,56.1456,124.747,59.2857,12.1876,21.9156,82.9019,59.3491,9.8877,94.9456,209.301,218.083,4108.67,2798.6,37.4746,-36.8496,-18.2448,66.856,56.001,1.43754,-55.731,-15.0357,22.9759,17.8344,66.856,-55.2331,44.6943,-31.0882,test
1774,225.185,115.047,21.0472,128.135,207.111,178.429,225.656,139.112,76.8403,174.479,109.617,235.247,591.567,4509.44,7200.47,41.6962,-38.4056,-16.9853,184.445,40.3714,9.10797,-184.445,-10.1817,26.2369,5.87264,9.58606,-68.5044,24.0111,-8.49319,train
1775,214.853,207.891,61.6471,9.85723,147.557,57.2263,114.754,45.5617,210.626,42.7258,135.263,221.698,559.78,3552.86,4171.53,35.1223,-31.8941,-15.5188,112.804,24.6433,5.69629,-112.804,-104.773,13.8585,20.6934,58.379,-95.5303,6.9344,-39.197,train
1776,21.7489,74.8668,204.81,68.2711,163.936,185.545,183.375,224.425,157.442,136.847,104.335,223.858,294.682,3370.01,5275.84,28.3989,-26.5864,-9.76121,113.913,113.913,14.5668,-35.0817,-16.8155,-5.54555,5.87766,38.1481,-1.50539,10.3119,-11.2702,train
1777,89.3078,45.5826,152.128,28.7268,93.3773,17.1613,11.1286,16.4967,80.149,58.0833,62.2875,598.245,452.918,4209.49,2543.69,245.355,-243.46,-175.831,564.601,134.939,43.7738,-68.5301,-138.795,22.2921,116.269,564.601,-520.25,70.3521,-48.5822,train
1778,150.7,217.157,220.904,83.2239,57.8456,80.394,51.2485,130.915,96.9037,142.498,87.8479,556.768,440.196,7283.75,9367.04,48.9305,-48.1816,-26.8009,107.335,77.2908,10.6479,-42.8118,-39.1164,48.8303,28.7616,107.335,-65.6798,47.5097,-22.948,train
1779,112.143,159.919,23.9954,85.4223,1.87532,13.0436,151.81,67.3678,38.4555,213.211,80.9943,432.872,352.33,7794.32,7570.95,115.084,-106.293,-48.2591,351.132,72.0858,5.90497,-351.132,-39.6197,197.716,72.397,38.165,-78.8304,124.463,-6.26361,train
1780,207.608,30.2973,86.7688,48.2223,142.891,123.45,200.605,206.059,82.1307,41.2756,177.092,331.315,426.54,4073.07,5172.72,18.5383,-17.4568,-5.98618,73.1531,37.8474,33.464,-73.1531,-47.6808,15.7113,8.2128,21.3908,-31.1881,39.5914,-34.7378,test
1781,147.555,132.943,196.145,67.849,52.7123,151.627,143.584,173.985,119.742,143.105,125.176,405.173,424.209,4958.43,7116.83,22.2058,-21.4668,-9.97879,51.9787,51.9787,13.4959,-44.4955,-33.2731,25.8087,11.8329,46.0542,-29.4083,26.6629,-17.7307,train
1782,130.934,24.2606,41.5954,21.5052,194.502,26.8058,115.194,103.437,2.62263,12.3937,82.6095,283.549,212.748,4685.21,3298.92,110.18,-109.125,-16.6063,332.737,46.6951,91.4419,-108.666,-28.6933,13.6832,82.7594,20.6803,-44.824,332.737,-253.141,train
1783,117.417,99.5697,52.8498,111.624,135.732,216.391,171.944,208.246,207.851,215.327,153.582,417.752,459.898,3227.04,5517.16,28.2085,-26.5397,-11.0366,135.923,84.7244,14.3577,-135.923,-24.6177,22.269,6.60649,24.7235,-39.1881,18.6969,-9.38917,train
1784,126.152,164.559,5.95025,36.1777,162.332,174.511,21.0037,127.105,107.587,11.3794,172.694,318.256,273.137,5826.67,5580.37,50.4973,-44.3629,-13.5964,380.482,79.3887,2.82844,-380.482,-75.1046,25.3517,2.66715,-61.8503,-76.0206,35.7161,-57.8447,test
1785,218.433,114.767,204.531,137.421,23.3482,38.0978,134.991,99.9384,211.392,113.351,204.348,480.179,460.679,5320.12,7433.75,14.7074,-14.2975,-7.33492,56.9355,40.1757,9.50742,-50.0483,-27.0021,11.2754,28.6406,56.9355,-56.2341,24.8242,-13.6136,train
1786,76.9666,219.071,2.51142,29.0473,58.4801,122.006,192.548,69.9684,107.691,222.938,100.718,253.502,330.209,5266.51,6486.33,118.026,-105.599,-45.4597,518.822,124.784,3.37451,-518.822,-61.8222,90.1741,6.05919,-9.04904,-142.883,23.5823,-4.6895,train
1787,119.971,115.695,112.049,103.646,15.2978,26.1417,44.8477,170.446,149.15,221.727,108.038,207.086,466.105,6819.43,8242.16,25.6151,-23.892,-18.1868,97.8044,50.6349,-3.77538,-42.8289,-24.1943,97.8044,-16.7087,86.0257,-33.2204,23.7771,2.78595,train
1788,220.93,194.135,219.681,212.516,193.974,205.784,96.3863,70.8775,79.8269,165.65,81.911,307.401,262.691,6442.68,10785.1,25.6721,-25.3688,-14.0632,48.4726,24.7647,9.0293,-29.0316,-6.21649,5.54788,8.51821,48.4726,-47.8321,23.4047,-14.9652,train
1789,172.589,72.521,110.386,101.779,190.79,43.7916,118.942,171.279,160.503,11.7215,65.2822,432.161,225.306,6798.16,8366.14,49.0796,-47.0472,-16.6335,61.1095,49.0893,5.30552,-61.1095,-38.6802,1.12065,8.78619,28.8213,-34.2711,34.6881,-46.422,train
1790,218.195,47.1687,221.566,218.584,181.51,209.875,84.5999,70.9987,65.0898,126.865,132.698,469.774,576.5,7462.44,10838.8,30.4751,-30.2055,-16.6087,96.8393,42.9315,47.0215,-47.3483,-11.3448,12.0649,10.5679,96.8393,-93.0152,53.8789,-24.7242,train
1791,132.725,35.8608,9.91699,17.3875,18.8598,125.484,82.9171,110.973,113.991,150,141.121,429.594,303.874,7039.16,6357.93,81.2807,-69.7085,-30.4527,460.682,85.5749,30.371,-460.682,-184.432,204.414,8.67938,4.65019,-89.9968,39.7847,-10.2684,train
1792,44.0396,185.768,141.684,180.379,102.771,68.8309,43.1749,202.412,99.0907,55.9034,136.134,575.5,524.227,5967.28,7038.75,58.4693,-56.938,-25.6997,273.382,273.382,8.99442,-73.8804,-22.6419,21.4115,24.275,154.366,-43.9092,58.2883,-42.2688,train
1793,216.205,143.038,154.519,198.366,23.4036,81.7125,84.7606,90.312,122.647,78.8027,147.408,454.145,206.707,2983.47,3682.17,20.242,-19.8255,-9.68299,53.6838,36.8617,9.72422,-49.9726,-15.8823,11.8674,17.0222,53.062,-53.6838,36.3277,-24.962,train
1794,111.978,84.806,146.485,82.6348,145.16,145.516,108.46,180.776,21.1129,172.835,163.401,473.5,262.429,7006.51,8968.84,23.5499,-23.2263,-8.51713,75.4718,75.4718,43.8237,-57.1942,-12.3252,18.5843,25.5403,47.5026,-29.0717,68.2217,-30.4102,train
1795,90.485,30.2389,22.8005,202.886,123.031,139.197,45.6356,30.5582,98.1389,7.12481,208.367,329.505,276.654,6191.21,4898.43,38.6607,-36.8094,-17.9606,254.232,75.7593,7.52716,-254.232,-15.119,4.00386,1.63518,77.5216,-164.756,44.2028,-45.1792,train
1796,123.991,181.822,79.5394,44.6325,45.5627,67.7421,51.9255,5.6785,14.7299,75.0621,193.024,421.139,304.42,6325.19,4347.87,40.7544,-40.1036,-22.75,219.718,41.0805,18.2404,-133.076,-20.0505,-0.278047,48.9576,173.581,-219.718,85.9194,-62.4846,train
1797,185.553,38.5916,69.6956,25.5716,25.2774,209.903,137.655,132.826,160.229,187.276,204.575,363.488,340.785,5995.02,7831.13,18.9057,-16.9679,-7.69748,101.519,39.0027,37.8573,-101.519,-85.0123,56.5042,6.96024,35.3469,-38.3529,19.1873,-11.0325,train
1798,23.6876,200.24,21.2811,61.3536,189.277,113.682,109.109,146.264,22.008,171.31,173.663,239.35,266.022,3904.55,4441.72,42.6676,-40.9252,-14.8174,221.348,216.578,9.54521,-221.348,-7.85889,11.9113,16.8129,30.0319,-26.4611,30.9838,-15.7786,train
1799,217.661,49.8994,172.539,183.953,110.794,168.155,124.464,0.892207,103.588,47.1829,146.786,595.435,337.235,5875.73,6949.69,36.794,-36.1524,-18.5494,152.663,27.7986,38.8916,-88.0077,-21.8191,-35.3573,11.5409,104.88,-152.663,54.7957,-58.1677,train
1800,48.271,139.541,47.9067,188.28,179.857,148.061,25.861,27.2743,197.588,20.606,184.839,464.253,451.414,7440.17,7726.05,57.4729,-56.5043,-33.6769,245.136,193.004,3.69515,-190.479,-21.919,3.04169,3.48251,245.136,-242.353,29.5379,-35.3878,train
1801,214.594,215.77,33.8806,71.8558,178.566,200.384,212.875,156.585,31.7324,146.208,100.009,539.743,378.413,4530.29,6997.47,59.8251,-56.0663,-21.0484,208.2,60.2184,18.3298,-208.2,-20.0738,34.0639,19.7371,11.0048,-67.9636,64.2839,-38.2554,test
1802,12.3469,107.567,72.4186,212.88,75.4392,137.845,201.973,213.532,162.45,127.664,169.304,363.303,459.862,4366.67,6454.07,46.1766,-43.5735,-14.9612,300.357,300.357,15.9997,-162.793,-8.98149,-24.3445,12.4854,57.1095,-0.499674,16.6448,-19.0652,train
1803,171.282,139.606,174.726,24.7219,75.7976,83.5311,28.1487,156.341,73.5317,152.358,200.829,599.146,227.517,7771.86,8883.44,23.3207,-22.4096,-10.8768,96.7858,71.9963,25.8372,-45.3161,-96.4505,52.1883,43.1818,96.7858,-57.3515,45.8593,-33.4809,train
1804,133.569,202.769,30.7785,80.9719,175.493,154.813,28.8661,168.464,183.726,105.258,141.685,537.7,469.157,4618.11,6191.24,46.4578,-43.5934,-18.9822,204.439,108.784,8.78054,-204.439,-44.4177,31.6632,11.5004,44.8438,-76.8394,27.6843,-23.9211,train
1805,176.761,115.402,184.737,53.5776,163.353,89.7252,99.3255,178.582,132.813,161.663,66.9584,291.902,406.642,7105.2,10349.9,33.5058,-32.4244,-15.9908,42.5574,39.1234,11.4359,-31.9805,-29.85,14.6748,14.7085,42.5574,-31.6485,17.0295,-11.5449,train
1806,46.3269,208.369,190.331,81.3199,125.887,92.7397,98.991,69.3048,200.142,98.5844,202.925,253.38,442.423,5999.65,7710.37,16.3811,-16.1607,-8.17808,97.57,97.57,4.35187,-39.434,-20.0074,2.85427,9.77786,71.0273,-40.5322,11.4965,-13.0082,train
1807,108.612,66.6099,157.87,159.15,183.189,176.452,156.603,107.801,6.35598,76.3549,186.639,450.729,561.456,7359.11,9035.78,27.6836,-27.451,-9.15944,121.09,74.9088,59.4967,-69.6804,-3.41955,16.8377,22.4597,58.6368,-47.6038,121.09,-73.4024,train
1808,161.187,105.929,192.841,84.6608,209.362,101.57,203.857,178.638,31.0729,132.402,176.957,477.946,503.267,5002.23,7445.02,19.8972,-19.5527,-6.88593,65.6805,55.2184,31.4961,-54.2965,-17.0459,12.7908,32.8478,39.481,-32.6246,65.6805,-35.6361,train
1809,173.148,95.4893,185.321,53.4034,82.3564,76.4796,46.437,83.8692,72.2215,135.796,200.005,301.576,570.98,7365.03,7708.81,18.5182,-18.2556,-11.8215,111.289,46.706,13.6955,-35.9918,-31.9826,40.8384,17.0997,111.289,-85.5126,33.445,-13.6195,test
1810,20.89,177.403,48.7525,3.50953,163.613,42.1865,146.6,152.329,51.7375,47.8896,76.9755,244.074,260.536,5280.54,4925.09,86.7429,-80.3547,-24.0322,175.306,175.306,10.8596,-128.515,-146.52,4.3223,45.6669,36.8958,-11.3394,14.0558,-56.8916,train
1811,77.5506,86.0897,178.714,74.1462,126.522,105.434,169.453,64.2132,57.5124,96.3847,124.644,405.312,380.39,3920.73,4289.79,30.1089,-29.5199,-11.511,75.9168,75.9168,26.0632,-56.3798,-24.4025,0.197003,21.2812,50.2645,-40.3975,44.4914,-32.9219,train
1812,63.764,125.838,172.828,18.9479,32.0521,99.244,140.019,219.694,40.7724,156.302,155.791,276.802,345.171,6536.99,7771.19,19.0283,-18.3581,-7.57509,72.7306,72.7306,15.3569,-41.1866,-44.0969,32.2607,19.472,43.9372,-12.0348,28.9814,-17.485,train
1813,155.527,203.835,147.123,193.919,180.172,81.4102,38.9283,116.376,13.7605,69.7313,199.087,228.061,311.195,3121.81,3710.09,14.4016,-14.3372,-6.75764,60.1843,38.6846,8.45909,-26.7618,-2.86899,17.6473,21.1799,60.1843,-45.3992,57.1782,-34.9695,train
1814,196.698,70.6689,174.37,119.526,142.965,188.725,7.4967,75.8595,45.792,91.9513,109.535,216.638,418.69,3678.88,4055.72,32.4868,-32.413,-23.5228,132.66,39.7383,14.1761,-16.457,-9.7432,31.3748,5.30831,132.66,-105.331,35.9659,-15.4079,train
1815,106.278,110.246,80.231,13.6656,37.1669,216.268,167.375,78.0343,119.579,85.198,118.316,324.638,335.912,2914.18,3199.04,34.4604,-31.3217,-12.823,93.717,52.4966,18.0172,-93.717,-92.2056,28.8652,9.1846,36.101,-42.2787,14.9021,-32.9714,train
1816,159.356,21.0666,186.282,59.6615,103.454,77.5366,106.922,70.4163,77.1097,158.314,183.23,304.201,595.05,3744.16,4077.89,18.7717,-18.3602,-9.64219,73.5216,40.6378,53.3267,-46.1701,-32.158,14.6467,14.4888,73.5216,-68.9644,35.1875,-10.0354,train
1817,104.219,118.498,179.57,198.537,171.269,154.464,42.5999,158.357,10.068,219.86,101.993,388.669,544.451,7762.26,10901.7,42.6945,-42.5356,-21.7812,102.089,97.3212,28.9843,-38.7697,-2.27726,33.8875,22.2354,102.089,-55.8696,63.5072,-22.0923,train
1818,106.519,129.241,141.954,119.413,135.553,75.2256,204.3,36.5257,143.691,70.6832,140.704,579.238,244.135,5492.19,6788.09,30.7713,-29.7815,-11.631,87.3998,69.5812,15.5027,-87.3998,-31.7284,-16.0045,26.6344,45.7865,-62.698,37.2895,-40.0874,train
1819,173.447,225.581,215.513,70.8404,12.4474,222.085,69.2641,12.6877,38.613,29.8225,169.641,511.655,544.97,5641.25,5842.33,42.9788,-42.6429,-22.4968,212.956,40.5145,11.505,-63.9045,-35.5905,-49.062,11.6861,176.73,-212.956,92.3415,-123.072,train
1820,165.104,54.2822,195.886,92.5026,195.872,28.6593,123.048,157.433,197.96,109.742,125.859,548.202,499.781,6748.13,9651.41,29.2012,-28.2943,-12.3387,66.0942,66.0942,23.2365,-53.7633,-45.6278,6.17591,44.0112,58.0342,-48.7808,30.1523,-16.2544,train
1821,166.605,127.133,3.28512,60.2839,190.928,99.7671,97.516,176.784,99.327,11.4782,148.403,236.664,443.669,4260.78,4646.53,43.0279,-38.6582,-14.0835,271.357,63.8945,1.8923,-271.357,-35.2676,32.2239,2.41136,-21.3939,-66.2255,30.2708,-29.6408,train
1822,78.4611,2.67266,187.49,75.4849,53.1716,166.949,209.127,170.547,21.3868,14.5268,80.8575,483.069,524.713,2709.04,2853.57,113.059,-100.198,-17.1954,369.583,104.662,369.583,-61.4822,-50.9098,-8.68368,5.9166,45.2856,-28.0376,254.115,-96.1618,train
1823,192.326,66.4492,75.0225,193.76,194.07,189.587,95.3144,190.965,116.866,18.6046,132.464,299.662,405.166,5859.45,8077.86,21.5428,-20.8092,-8.83187,67.2187,41.5888,5.64936,-67.2187,-13.5282,12.2676,1.98007,30.3616,-37.0428,31.7198,-28.5354,train
1824,62.2132,128.209,73.7781,47.4488,73.3717,171.668,126.565,164.767,84.1877,34.3446,185.383,488.989,547.937,4285.44,4452.8,36.8472,-35.3707,-12.9793,157.135,157.135,12.6954,-140.6,-68.7525,22.1303,9.48149,61.2695,-41.9368,54.8,-67.0227,test
1825,65.0274,14.0373,170.575,209.011,85.8335,32.5019,195.338,93.1581,176.292,189.268,144.665,262.7,468.72,4202.99,5772.36,18.7677,-18.4117,-7.90522,69.9724,69.9724,29.9948,-47.0061,-10.5542,-3.29499,12.9545,39.0303,-29.1946,17.6961,-3.14607,train
1826,35.7071,45.637,162.207,28.6337,151.117,210.089,156.325,76.8529,39.987,88.572,97.0565,577.19,292.049,4436.25,4644.56,70.4968,-67.3348,-20.8737,190.376,190.376,82.2278,-82.8473,-70.5209,-6.57358,17.862,69.3557,-18.878,71.4152,-59.9175,train
1827,87.5902,167.264,198.326,85.4657,96.9632,85.0903,159.197,181.566,9.72811,17.798,133.154,498.126,472.762,7600.07,8628.07,59.9708,-59.7284,-11.4869,272.025,96.5602,18.5936,-56.5415,-21.8942,16.5554,36.55,55.3652,-27.0781,272.025,-247.122,train
1828,27.8593,197.674,102.124,159.313,198.699,116.143,116.12,58.6276,12.1921,117.616,201.338,492.088,510.446,5513.05,6213.3,39.4736,-39.0057,-15.0031,239.911,239.911,21.393,-129.092,-4.34384,5.38923,36.4107,100.628,-42.5238,80.272,-50.8474,train
1829,11.1099,46.1517,121.02,204.883,45.2514,218.324,144.42,65.1076,217.806,200.883,60.33,367.283,223.851,4471.62,6277.08,109.693,-99.3641,-31.8085,282.439,282.439,42.8014,-83.6156,-8.28508,-49.3339,9.04784,63.1247,11.6199,11.0217,-13.9065,test
1830,174.228,90.407,150.661,36.5853,188.632,145.435,147.469,197.34,90.7731,66.9467,132.017,425.85,536.318,2729.36,3735.18,27.2052,-25.8957,-9.92869,62.5415,54.0824,21.7948,-57.8518,-62.5415,15.2469,13.5483,42.7471,-37.0083,35.6478,-41.6236,train
1831,110.553,39.5953,38.0023,163.064,98.1939,175.634,63.1853,97.1428,145.049,17.0413,178.169,487.949,456.364,5619.3,5554.54,38.6837,-36.8776,-16.5855,200.505,104.769,11.557,-200.505,-27.1176,23.2305,2.60544,61.33,-97.5826,43.1131,-37.9754,train
1832,184.107,39.9057,185.727,77.4085,182.868,133.466,104.797,198.92,85.0761,196.219,158.571,204.984,447.688,3541.44,5281.05,11.6499,-11.406,-5.75233,36.9813,31.6998,21.6368,-25.7918,-15.3266,14.2174,6.46931,36.9813,-26.9187,19.7215,-6.22305,train
1833,153.867,44.2889,47.747,182.148,163.404,163.179,77.7027,157.644,39.3237,2.56181,189.29,450.002,218.536,3810.17,3995.12,33.2619,-32.5217,-8.12934,155.63,64.3041,6.36548,-121.288,-23.1576,7.1979,1.72768,23.4986,-48.3916,151.697,-155.63,test
1834,23.5458,135.138,91.0033,52.9758,191.012,130.219,10.8263,154.96,60.5493,194.186,99.7127,514.188,211.821,3844.79,4284.21,115.072,-108.969,-51.7851,447.436,447.436,24.7426,-77.0145,-33.9441,18.8217,25.6773,243.844,-49.2218,41.9998,-24.3511,test
1835,104.643,164.651,204.738,101.583,224.218,115.813,98.5791,124.077,97.8993,121.388,170.403,346.324,520.163,7506.17,10574.5,18.803,-18.546,-9.27637,71.5133,71.5133,9.84763,-39.6019,-18.1312,9.71505,14.0004,66.6337,-45.8205,26.6061,-18.8902,train
1836,61.9536,111.779,176.552,57.472,84.4246,16.6757,221.414,99.2086,139.894,56.1422,110.851,501.466,250.644,5888.5,6674.15,39.8086,-38.45,-11.1525,108.851,108.851,12.0635,-61.2098,-63.7911,-22.9455,80.8634,36.995,-24.6474,37.0623,-33.9672,train
1837,2.97226,148.952,134.619,68.6066,81.4955,61.1926,41.68,174.861,81.5329,121.225,175.361,398.899,500.401,3805.04,3795.31,107.605,-99.2225,-42.3467,871.026,871.026,16.3385,-106.835,-22.6704,-36.2648,39.7703,352.64,11.3233,26.9779,-28.3911,train
1838,30.1975,223.155,167.136,100.244,36.2407,202.143,220.376,216.808,166.732,151.295,149.136,460.769,314.544,3961.43,6618.52,31.1466,-29.7169,-9.74795,178.064,178.064,12.4716,-69.3533,-18.2015,-29.1158,13.768,44.8165,-5.01877,15.476,-26.0149,train
1839,7.56363,16.8134,13.702,130.802,159.709,93.6069,100.68,207.029,1.71402,1.80412,125.997,491.881,538.261,4018.62,3168.77,519.628,-514.233,-79.4501,2017.87,1049.86,147.094,-890.255,-18.6974,3.60856,26.4206,102.252,-20.643,2017.87,-1938.66,train
1840,151.882,193.403,26.2195,205.005,151.03,64.806,8.42348,112.678,201.151,90.9614,138.188,500.056,291.483,4793.52,6034.43,44.5082,-42.0318,-19.7588,201.723,83.1395,5.17461,-201.723,-19.5106,24.0157,15.4428,48.44,-95.7239,28.1209,-15.5596,train
1841,105.026,24.745,74.5308,206.783,209.108,150.183,159.374,90.1166,195.354,36.0126,208.863,476.709,448.645,5877.71,7795.35,23.5439,-22.5958,-9.62515,131.078,85.8678,25.5204,-131.078,-19.9997,0.553319,4.20488,44.3878,-66.7161,29.9385,-24.7991,train
1842,87.4579,38.3469,18.0029,19.8544,184.157,168.843,210.042,187.751,18.2056,11.2399,120.653,277.608,378.007,7279.06,7460.47,65.709,-62.1775,-15.7222,197.061,97.883,29.2388,-197.061,-83.3498,22.4249,6.64061,5.19512,-43.5717,128.55,-141.073,train
1843,220.622,150.252,61.6854,8.82292,212.38,171.82,147.292,124.796,54.6734,172.264,90.8324,364.167,300.216,6837.16,9573.6,40.8435,-37.0685,-14.7599,99.1278,35.4109,20.0543,-99.1278,-71.2316,16.679,17.537,23.745,-47.264,16.2564,-24.7371,test
1844,191.357,158.313,163.257,158.371,187.036,13.8861,48.5266,24.4193,21.5795,128.391,175.531,564.744,529.082,6752.27,7331.77,49.5918,-49.3512,-25.7985,232.795,49.3011,20.419,-78.3978,-15.248,7.33461,232.795,208.419,-219.3,158.257,-35.6068,train
1845,179.288,17.1086,164.347,146.233,64.2287,35.4547,16.6572,151.04,128.871,85.1299,209.565,407.652,245.872,7151.73,7497.34,15.1963,-15.0089,-8.33622,80.2485,53.9164,33.3767,-30.5556,-23.972,32.455,16.1058,80.2485,-52.3406,38.4689,-9.48616,train
1846,31.143,218.152,135.51,163.218,77.4968,206.857,151.611,113.303,175.345,119.276,64.3142,527.935,231.851,3725.51,5531.24,86.7848,-82.927,-29.6958,203.938,203.938,11.5314,-87.1176,-16.9329,-21.8313,12.161,60.8737,-13.3791,22.2905,-29.8264,train
1847,80.231,134.307,210.485,207.706,155.242,18.3477,143.774,51.0653,132.226,48.275,153.729,475.546,465.784,7577.45,9264.74,27.3246,-26.9552,-11.8119,86.7877,86.7877,6.85484,-56.8265,-18.4627,-10.4817,50.1782,70.8776,-61.1379,41.0148,-26.9705,test
1848,136.955,135.721,193.48,90.0122,207.311,201.139,54.0565,132.203,22.1202,207.445,119.446,589.121,324.173,4279.14,6075.41,37.5449,-37.2622,-17.4951,90.1386,84.5441,35.5753,-48.2565,-11.8086,22.3075,24.0048,90.1386,-60.841,67.9554,-32.9159,train
1849,23.8598,157.708,103.658,89.4585,92.8952,13.694,141.139,72.8773,51.5956,61.6399,177.578,481.373,261.087,4198.54,3624.45,42.4895,-41.8364,-12.5086,235.54,235.54,11.3259,-110.287,-33.843,-23.9121,130.435,66.316,-15.6451,82.9838,-40.9807,train
1850,181.004,165.143,17.0523,173.681,33.4278,83.6812,52.1715,9.80427,116.332,145.25,189.14,512.939,473.361,4825.92,4905.16,95.1559,-88.964,-49.9233,681.084,47.0028,12.8377,-681.084,-17.3268,11.0378,25.3349,175.781,-487.303,36.5835,-20.6417,train
1851,208.416,220.824,76.5824,162.499,216.948,186.572,177.648,6.90296,13.2225,131.946,176.699,328.438,520.1,3067.69,4314.61,28.2469,-27.1856,-14.0245,145.676,18.7024,13.0033,-145.676,-2.54114,0.924563,15.3905,62.6662,-125.691,44.1651,-30.7764,test
1852,224.045,202.573,141.652,87.8391,103.16,134.803,223.171,195.33,94.7213,90.6946,129.982,274.315,518.933,7612.18,12168.1,16.7625,-16.0679,-7.21973,49.1526,28.8166,5.42028,-49.1526,-18.7291,20.0458,8.14525,26.738,-26.8831,24.5625,-17.1213,train
1853,105.184,201.151,129.466,223.323,65.7642,10.6219,219.235,53.4894,54.1881,2.40114,75.0173,294.552,590.945,7190.48,7898.06,55.9105,-54.9089,-19.3994,77.5597,49.3157,0.65466,-73.8322,-12.5998,-8.69991,12.3976,42.66,-59.2682,73.436,-77.5597,train
1854,50.7182,16.9747,53.4861,98.3593,96.8448,5.82981,101.844,164.15,15.7042,79.0475,157.565,264.985,331.779,2989.98,2275.77,40.2947,-39.6969,-10.5993,183.543,113.435,63.0362,-103.094,-16.0618,15.7319,183.543,39.7733,-26.7369,142.268,-19.1434,test
1855,101.701,115.201,189.503,7.19233,18.0026,62.5798,199.344,37.3298,168.52,188.47,148.196,273.286,278.334,7431.84,9063.72,18.024,-16.3193,-6.55226,84.7057,34.7546,18.4341,-39.2993,-84.7057,10.692,33.9348,33.4461,-30.3724,5.11264,-15.935,train
1856,114.551,14.255,130.138,52.6955,118.444,147.125,6.86647,80.9614,204.264,52.5932,124.084,454.491,436.394,3465.88,3374.14,50.1023,-49.0739,-31.1869,190.586,109.37,49.0055,-42.0343,-72.9917,34.9293,4.74816,190.586,-139.454,26.63,-18.7844,train
1857,41.0788,176.899,53.8499,120.662,181.287,116.754,212.954,169.444,141.076,188.916,180.802,212.252,512.388,6629.19,10292.8,23.5479,-22.5991,-9.03626,121.643,121.643,5.02121,-120.604,-10.2292,9.04732,7.60784,29.034,-23.9906,12.3729,-6.64936,train
1858,181.242,54.3158,77.2122,90.5056,106.636,214.733,56.9171,217.489,163.467,27.8501,165.475,563.935,550.447,3279.66,4148.34,29.6527,-28.3314,-12.5884,105.034,78.9696,14.9044,-105.034,-53.3647,36.0427,3.77,61.3863,-56.3973,41.7844,-41.1082,train
1859,49.1874,118.347,132.194,15.2011,1.29004,191.192,142.321,65.8951,65.5161,50.7913,84.3199,310.339,528.68,4381.81,3871.93,56.6692,-53.4724,-22.8948,97.823,94.6336,13.658,-75.2092,-97.823,49.8963,8.45418,67.9556,-33.2952,32.0984,-45.0057,train
