sample_id,r_inner_mm,wall_ratio_ro_ri,p_internal_MPa,p_external_MPa,E_GPa,poisson,yield_MPa,hoop_stress_inner_MPa,hoop_stress_outer_MPa,axial_stress_MPa,von_mises_inner_MPa,tresca_inner_MPa,radial_disp_inner_um,radial_disp_outer_um,safety_factor_vm,split
1731,71.7511,1.65439,43.0677,12.5059,122.332,0.257295,716.159,53.2449,22.6831,5.08858,83.4092,96.3126,36.961,23.8623,8.5861,train
1732,118.616,1.7762,43.1742,4.22635,165.829,0.262516,263.353,70.8701,31.9222,13.8479,98.7653,114.044,56.1996,37.3481,2.66645,train
1733,118.391,2.43583,89.1927,16.2721,86.9659,0.280721,391.271,86.2111,13.2905,-1.49083,151.904,175.404,152.019,60.6069,2.57577,train
1734,74.2425,1.73641,58.9012,28.8256,185.55,0.286242,489.311,31.1,1.02433,-13.9006,77.9433,90.0012,20.7818,9.20878,6.27778,train
1735,148.971,2.34538,57.9174,11.7191,96.0023,0.309709,621.197,55.0081,8.8098,-1.45467,97.7964,112.926,113.892,46.9116,6.35195,train
1736,179.376,1.27107,72.286,5.1474,156.357,0.31727,622.344,280.111,212.972,103.912,305.185,352.397,309.838,264.863,2.03924,train
1737,120.99,1.69883,88.2725,0.363193,185.057,0.323012,627.731,180.768,92.8591,46.248,232.996,269.041,127.061,86.6756,2.69417,train
1738,78.016,2.22593,110.096,2.43605,108.394,0.264167,407.278,159.669,52.0095,24.7867,233.624,269.765,131.141,73.8653,1.74331,test
1739,37.4826,1.76522,127.864,27.5466,145.149,0.285401,775.625,167.588,67.2711,19.8623,255.869,295.452,51.2369,31.6647,3.03134,train
1740,105.592,2.85026,64.4817,16.758,198.227,0.312527,292.934,44.3637,-3.36002,-10.059,94.2628,108.845,36.041,7.62333,3.10763,train
1741,79.5677,1.65826,101.003,12.2591,157.631,0.313782,618.89,177.915,89.1719,38.4564,241.55,278.918,99.7134,67.7601,2.56216,train
1742,98.1788,1.83502,106.348,5.24895,200.562,0.326769,643.591,181.263,80.1642,37.4576,249.078,287.611,99.7515,62.5555,2.58389,train
1743,64.9028,1.18193,108.877,1.53742,163.972,0.296105,631.614,646.607,539.267,268.865,654.268,755.484,237.187,215.253,0.965375,train
1744,75.7012,1.11928,29.2775,23.1822,166.656,0.2615,448.701,31.1395,25.0441,0.930983,52.3227,60.417,17.5117,15.6911,8.57566,test
1745,60.4248,1.29139,16.2965,19.1496,149.348,0.25337,743.192,-30.5486,-27.6956,-23.4226,12.3427,14.2521,-8.28805,-8.83474,60.2133,train
1746,183.812,1.48539,120.104,10.3883,203.234,0.281934,510.227,281.221,171.505,80.5584,347.558,401.325,264.43,203.829,1.46804,train
1747,82.0837,2.9636,76.8169,22.8781,115.381,0.294816,814.623,44.9215,-9.01733,-15.9477,105.429,121.738,51.4138,5.12149,7.72678,train
1748,178.66,2.81788,43.9696,29.4758,97.246,0.316882,260.059,-10.8053,-25.2992,-27.3875,28.7211,33.1643,21.6908,-37.6899,9.05464,train
1749,97.1912,1.98983,102.968,8.72625,141.68,0.30694,685.934,149.204,54.9627,23.1182,218.387,252.172,119.166,68.9946,3.1409,test
1750,127.584,2.28383,73.689,23.1299,174.238,0.303318,429.299,51.4143,0.85516,-11.1373,108.343,125.103,56.4876,18.8119,3.96242,test
1751,177.497,1.5352,110.281,4.57759,88.2332,0.330989,815.039,256.933,151.23,73.3262,318.016,367.214,541.472,396.773,2.56288,train
1752,152.478,1.57215,21.1867,6.17337,196.092,0.256223,461.831,29.2435,14.2301,4.02839,43.6738,50.4301,26.1577,18.0678,10.5746,train
1753,104.959,1.28156,105.844,1.00364,135.441,0.265647,428.832,430.246,325.406,162.201,464.267,536.09,321.814,280.643,0.923675,train
1754,92.247,1.84689,61.4479,18.1627,75.7928,0.258724,696.028,61.0288,17.7436,-0.209538,106.068,122.477,93.6933,50.5696,6.5621,train
1755,97.4985,1.92601,9.7237,6.1361,145.226,0.279999,425.385,0.0996456,-3.48796,-4.81203,8.50727,9.82335,2.7993,-0.546301,50.0025,train
1756,58.52,2.8273,134.776,4.95845,114.982,0.290328,855.64,161.984,32.1661,13.6038,257.001,296.76,100.346,42.6738,3.32932,train
1757,106.064,2.92443,124.273,16.0163,166.589,0.250933,757.862,120.909,12.6523,-1.68197,212.334,245.183,97.104,31.8268,3.56919,train
1758,189.638,2.82328,88.7246,15.1824,142.325,0.296515,340.614,79.4596,5.91731,-4.63253,145.652,168.184,142.758,44.362,2.33855,test
1759,112.457,2.32931,135.575,3.67375,155.657,0.279149,288.314,187.835,55.9333,26.1298,280.081,323.41,157.777,83.5783,1.0294,train
1760,146.305,2.80549,113.806,22.9786,127.448,0.287722,374.484,94.2879,3.46022,-9.7592,180.215,208.094,149.051,41.4798,2.07799,train
1761,106.954,1.85056,87.833,13.1953,209.468,0.2736,725.966,123.01,48.3723,17.5885,182.595,210.843,72.6222,44.5712,3.97582,train
1762,86.5567,2.8293,48.1308,14.4589,138.543,0.318784,881.952,28.8267,-4.84518,-9.65205,66.6471,76.9574,29.5182,5.02191,13.2332,train
1763,145.48,1.50106,139.75,11.4345,152.19,0.325912,300.643,321.663,193.348,90.9567,399.595,461.413,322.682,240.243,0.75237,test
1764,53.1679,2.31875,91.0612,11.3116,209.914,0.275258,291.778,104.882,25.1321,6.91022,169.692,195.943,32.4317,15.4716,1.71946,train
1765,188.053,1.46212,10.5154,4.40247,157.992,0.2981,346.025,12.4558,6.34288,0.970205,19.8937,22.9713,18.2127,12.8193,17.3937,train
1766,69.4646,1.78103,68.818,29.2893,145.665,0.252956,824.62,46.6368,7.10812,-11.0906,99.9868,115.455,31.8795,14.7126,8.24729,test
1767,181.947,1.9021,107.119,20.539,136.79,0.323378,280.342,132.183,45.6032,12.5321,207.241,239.302,216.503,121.928,1.35273,test
1768,58.1168,2.28892,29.8914,28.967,70.3392,0.327934,415.543,-27.6066,-28.5309,-28.749,1.97869,2.28479,-6.92089,-18.1627,210.009,test
1769,170.114,2.82521,67.3272,27.5645,93.2942,0.274294,691.96,23.5885,-16.1741,-21.8693,78.7354,90.9158,87.6233,-13.4698,8.78843,train
1770,45.5144,1.36031,85.1404,6.79274,128.49,0.332188,796.592,255.805,177.458,85.3325,295.268,340.946,90.5898,72.9373,2.69786,train
1771,31.8726,1.97308,140.174,1.28097,113.833,0.312855,764.083,233.631,94.7378,46.7284,323.725,373.806,73.6012,44.4831,2.36028,test
1772,121.915,2.41848,96.9812,8.13716,70.9402,0.300741,858.212,117.351,28.5066,10.1847,185.617,214.332,246.535,115.923,4.62357,train
1773,163.322,2.50191,127.152,22.1518,197.84,0.33586,272.814,122.776,17.7757,-2.18807,216.443,249.927,137.215,53.5977,1.26044,test
1774,136.821,1.47664,103.452,18.5853,105.523,0.347706,302.652,210.067,125.201,53.3077,271.516,313.519,294.98,216.595,1.11468,train
1775,81.7155,1.74412,40.0492,28.8812,106.612,0.345989,558.415,-6.77463,-17.9426,-23.4119,28.8166,33.2746,11.6368,0.200823,19.3782,train
1776,193.699,1.32443,107.845,28.8978,191.362,0.302551,543.211,259.427,180.48,75.7913,318.067,367.272,272.412,222.933,1.70785,train
1777,195.287,2.58786,18.6564,10.547,131.663,0.30136,831.468,0.409234,-7.70013,-9.12356,16.5113,19.0656,13.0243,-6.8024,50.3575,train
1778,63.8179,1.86661,27.0338,8.56282,123.265,0.318867,610.468,24.7787,6.30774,-1.12754,44.871,51.8125,17.4777,9.08187,13.605,train
1779,183.672,1.3714,128.577,6.203,156.243,0.315584,663.379,394.065,271.691,132.744,452.621,522.642,461.697,373.625,1.46564,train
1780,37.713,2.47836,74.3926,22.6437,74.162,0.266347,681.785,49.2321,-2.51689,-12.5803,107.062,123.625,36.8155,8.65187,6.36813,test
1781,43.1874,2.92143,41.8116,29.6844,204.436,0.256178,274.997,-14.3382,-26.4654,-28.0749,23.7927,27.4734,0.753142,-7.20142,11.5581,train
1782,149.622,1.95611,23.8835,14.8732,179.999,0.318166,408.625,0.513025,-8.49731,-11.6852,21.128,24.3965,9.83338,-0.0769521,19.3404,train
1783,58.5593,2.29216,123.313,0.588507,184.753,0.296931,853.211,179.834,57.1098,28.2606,262.533,303.146,65.9459,35.5219,3.24993,train
1784,165.9,2.52283,10.0342,0.463714,189.821,0.323751,428.386,12.6748,3.10428,1.32028,19.6666,22.709,13.5431,6.23316,21.7824,test
1785,100.54,1.10942,136.47,11.142,123.933,0.295971,851.676,1200.19,1074.86,531.858,1157.58,1336.66,878.707,828.672,0.735739,train
1786,84.8789,1.8053,83.5729,21.3218,116.034,0.304131,445.442,96.0405,33.7895,6.23384,155.55,179.613,87.4594,50.6813,2.86366,train
1787,142.178,2.77227,8.80317,14.1216,94.1866,0.276076,279.357,-21.031,-15.7126,-14.9171,10.5896,12.2278,-21.8618,-32.2054,26.3803,train
1788,168.886,1.77358,69.4533,9.5707,153.398,0.348991,619.88,106.131,46.2483,18.3388,152.06,175.584,136.486,84.3318,4.07654,train
1789,179.426,1.68528,67.1939,8.3508,202.53,0.325384,427.524,114.446,55.6031,23.6262,157.305,181.64,113.95,75.5965,2.71781,train
1790,26.6462,1.29269,140.415,11.4099,122.237,0.310167,446.809,502.076,373.071,180.831,556.414,642.491,106.714,90.3207,0.803016,train
1791,23.5281,2.65169,133.629,28.4135,82.1792,0.250854,302.572,111.691,6.47534,-10.9691,212.453,245.32,42.3624,12.4162,1.42418,train
1792,196.042,2.52885,57.3866,25.234,144.248,0.278922,551.405,18.8378,-13.3148,-19.2744,66.0122,76.2243,54.6615,-3.09461,8.35308,train
1793,20.8393,1.87379,32.0423,11.2596,196.933,0.32547,665.87,26.076,5.2933,-2.98315,50.332,58.1184,3.96566,1.96872,13.2296,train
1794,84.7956,2.2703,132.535,24.7575,186.658,0.282328,556.466,134.908,27.13,1.18625,231.612,267.443,78.1325,34.8443,2.40258,train
1795,79.504,1.94196,53.123,4.32846,97.0259,0.326516,527.774,79.6812,30.8867,13.2791,115.012,132.804,75.9518,44.4983,4.58887,train
1796,85.272,2.98693,58.424,21.4615,71.1002,0.327656,754.023,24.8328,-12.1296,-16.7956,72.1025,83.2568,59.3412,1.45275,10.4577,train
1797,72.7227,1.99085,140.803,27.0238,121.204,0.323613,480.046,163.543,49.7637,11.3699,263.571,304.346,123.258,65.4946,1.82132,train
1798,87.9948,2.83863,148.911,5.92271,126.345,0.267212,603.062,177.585,34.5965,14.3369,282.754,326.496,148.726,63.9523,2.13282,train
1799,176.367,1.12025,10.6864,4.62153,149.935,0.271793,471.168,49.0185,42.9536,19.166,51.706,59.7049,54.9487,51.3922,9.11244,train
1800,69.3713,2.371,25.9153,19.6714,157.445,0.288684,325.594,-10.7254,-16.9693,-18.3204,13.1549,15.1899,0.900917,-6.26987,24.7508,train
1801,90.2925,2.29613,135.965,24.4065,140.229,0.347141,256.558,139.377,27.8186,1.70605,238.453,275.342,119.753,52.7793,1.07593,test
1802,176.345,2.56031,103.38,2.90025,132.393,0.316822,812.387,133.754,33.2746,15.1872,205.364,237.133,215.376,100.201,3.95585,train
1803,26.1342,2.38306,17.3052,8.5804,175.743,0.260377,694.115,3.8738,-4.85103,-6.71571,18.3416,21.179,1.50615,-0.307699,37.8438,train
1804,152.551,1.16903,127.201,14.3699,99.1065,0.319545,747.019,713.976,601.145,293.388,728.481,841.177,1017.25,921.286,1.02545,train
1805,195.825,2.40529,89.488,11.3215,153.111,0.305027,336.734,99.5137,21.3472,5.01285,163.68,189.002,160.231,71.5901,2.05726,train
1806,178.544,1.59064,117.369,11.2745,100.474,0.306497,798.537,233.493,127.399,58.062,303.856,350.862,447.222,319.57,2.62801,train
1807,61.9305,1.33085,80.7246,18.5134,170.102,0.273808,806.175,205.039,142.828,62.1573,247.479,285.764,76.5011,63.4149,3.25755,train
1808,120.543,2.31392,133.726,9.12807,203.399,0.291163,417.474,172.7,48.1026,19.4872,265.372,306.426,122.062,61.8283,1.57316,train
1809,138.353,1.19026,83.0453,23.369,136.01,0.313027,318.586,322.718,263.042,119.836,351.401,405.763,316.562,281.92,0.906615,test
1810,165.737,2.09649,33.8147,9.74666,89.2597,0.325417,476.289,28.4987,4.43073,-2.65796,53.965,62.3134,74.9541,32.9614,8.8259,train
1811,55.2775,1.56656,26.6264,6.65234,74.9787,0.334798,515.007,40.7941,20.82,7.08384,58.3879,67.4206,34.8988,23.879,8.82043,train
1812,36.9898,2.03356,91.8337,25.1654,145.962,0.276985,893.503,84.0298,17.3614,-3.90198,152.302,175.863,28.0151,13.0964,5.86664,train
1813,61.0711,1.24037,53.6263,24.7944,88.3712,0.30857,617.37,111.119,82.2868,28.7462,142.673,164.745,82.0969,69.4897,4.32716,train
1814,47.5263,1.7783,116.02,10.23,129.536,0.285894,427.182,193.407,87.6173,38.6936,267.971,309.426,79.0712,51.8566,1.59413,train
1815,43.7912,1.68097,51.5822,15.2094,104.421,0.27486,283.569,61.0097,24.6368,4.71372,97.5074,112.592,30.9881,19.4014,2.90818,train
1816,193.326,2.00072,112.672,6.43952,100.364,0.296535,752.467,170.547,64.3142,28.9374,245.275,283.219,376.346,222.15,3.06785,train
1817,80.911,1.12788,83.1631,0.102754,71.8216,0.30204,785.36,693.426,610.365,305.131,672.546,776.589,705.654,658.48,1.16774,train
1818,27.139,2.21762,103.11,28.4237,204.278,0.274801,553.028,84.389,9.70268,-9.36053,162.379,187.499,15.3175,5.91765,3.40579,train
1819,30.5585,2.7659,94.2002,11.1371,204.392,0.29066,621.128,96.9066,13.8435,1.35322,165.503,191.107,18.5232,6.90065,3.75296,train
1820,87.2249,1.39673,80.5449,8.82182,119.704,0.291752,657.777,213.762,142.039,66.6085,254.877,294.307,158.725,127.403,2.58076,train
1821,174.056,1.70856,56.2649,18.6634,148.112,0.313464,336.349,58.1231,20.5215,0.929091,99.0629,114.388,88.6886,52.3659,3.39531,train
1822,123.185,2.08604,22.0572,1.18626,114.034,0.279321,437.476,32.1392,11.2682,5.04097,46.9354,54.1964,39.8526,22.9659,9.3208,train
1823,24.1031,1.32819,84.6617,6.51093,189.912,0.312986,875.374,276.197,198.046,95.7676,312.513,360.859,34.613,28.6756,2.80108,train
1824,89.6237,1.55891,73.1523,16.1127,130.97,0.274655,894.858,120.691,63.6515,23.7694,167.873,193.843,91.8713,65.6585,5.33055,test
1825,137.493,1.25564,28.2065,7.10152,153.86,0.333066,370.387,87.2052,66.1002,29.4993,99.9495,115.412,77.544,65.7984,3.70574,train
1826,126.678,1.55677,39.7261,9.77543,154.738,0.293951,421.771,62.2546,32.3039,11.2643,88.3178,101.981,57.8147,40.6125,4.77561,train
1827,113.538,1.30953,134.691,10.9772,154.236,0.265937,425.842,458.856,335.143,162.083,514.027,593.547,332.415,284.334,0.828444,train
1828,50.498,2.3117,18.3539,29.0969,161.719,0.300224,390.635,-44.786,-34.043,-31.57,22.8908,26.4321,-9.30452,-11.4264,17.0651,train
1829,33.784,1.35676,128.12,23.5875,132.459,0.304563,450.021,329.596,225.063,100.738,396.393,457.715,86.1908,69.7506,1.13529,test
1830,191.888,2.82442,44.8471,29.8823,106.197,0.319756,525.931,-10.628,-25.5928,-27.7376,29.6346,34.219,22.7333,-36.584,17.7472,train
1831,133.56,1.48734,56.6715,5.99813,124.276,0.304211,503.917,128.282,77.609,35.8054,160.175,184.954,144.688,109.56,3.14605,train
1832,197.823,2.74696,33.5517,19.2486,166.227,0.347889,412.97,-0.575258,-14.8784,-17.0635,28.5585,32.9765,20.2708,-7.34188,14.4605,train
1833,181.396,1.10248,87.4187,5.6671,105.865,0.336672,388.884,834.927,753.176,373.754,798.775,922.346,1265.45,1188.7,0.486851,test
1834,131.029,1.89692,143.445,29.8724,121.252,0.271674,598.178,171.122,57.5486,13.8381,272.423,314.567,222.97,126.897,2.19577,test
1835,83.4525,2.44092,135.06,1.2022,100.412,0.32978,316.776,186.651,52.7935,25.7957,278.609,321.71,185.073,90.6462,1.13699,train
1836,196.887,1.65132,53.1793,15.2983,110.919,0.254524,450.805,66.4549,28.574,6.63782,103.606,119.634,138.989,90.2173,4.35114,train
1837,134.911,2.42459,148.151,0.256664,158.792,0.326084,505.537,208.267,60.3726,30.058,308.668,356.419,209.662,104.347,1.63781,train
1838,50.0063,1.67471,60.0903,9.94585,168.364,0.327167,344.717,95.7706,45.6261,17.8401,134.98,155.861,32.5507,21.4103,2.55385,train
1839,113.075,1.17173,101.045,4.29195,157.727,0.336573,532.543,611.305,514.553,255.13,616.913,712.35,401.068,361.315,0.863238,train
1840,95.6165,2.51521,96.6196,8.7356,89.0351,0.31178,885.497,112.148,24.2645,7.76443,180.798,208.768,150.189,66.3595,4.89771,train
1841,92.8166,1.77844,70.1141,4.33116,181.843,0.287818,659.792,122.282,56.4989,26.0839,166.62,192.396,68.8836,45.6037,3.95987,train
1842,67.9957,2.22811,19.8773,18.3442,164.958,0.314987,533.859,-16.0377,-17.5708,-17.9575,3.32524,3.83965,-1.69834,-5.63567,160.548,train
1843,116.256,2.61361,37.1166,11.978,177.001,0.331275,316.058,21.7831,-3.35551,-7.66673,51.0087,58.8997,24.0516,5.41136,6.19617,test
1844,77.6314,1.44202,88.0626,26.6087,180.732,0.283462,424.293,148.711,87.2569,30.3241,205.052,236.773,70.9074,53.3949,2.0692,train
1845,109.066,2.3316,118.413,1.74885,169.13,0.30702,506.797,167.509,50.8456,24.5484,247.616,285.922,126.605,65.9248,2.04671,train
1846,173.182,2.281,140.76,17.822,190.711,0.292714,446.429,163.617,40.6786,11.4283,263.599,304.377,182.956,88.1362,1.6936,train
1847,25.1471,2.27122,125.299,0.866938,109.163,0.341182,779.414,183.41,58.9786,29.0558,267.35,308.709,49.8152,25.8259,2.91533,test
1848,138.52,1.4102,122.659,10.7305,71.9627,0.267988,570.101,327.622,215.693,102.481,389.955,450.281,641.041,518.748,1.46197,train
1849,30.2236,1.95371,130.735,11.3496,86.5643,0.290434,559.213,192.797,73.4117,31.0311,280.186,323.531,77.4245,46.1771,1.99586,train
1850,190.285,2.53333,80.8542,19.4079,182.719,0.319272,723.643,64.7216,3.27536,-8.06628,126.072,145.576,96.9669,31.783,5.73991,train
1851,123.477,2.80871,110.769,22.1843,201.039,0.297988,770.256,92.1191,3.53401,-9.32514,175.707,202.888,78.559,22.2942,4.38376,test
1852,174.381,2.50118,81.2964,29.123,132.565,0.285022,403.833,42.9036,-9.2698,-19.1964,107.56,124.2,94.1148,14.8132,3.75448,train
1853,166.64,2.82024,25.4121,9.72416,143.243,0.330379,629.376,10.4759,-5.21206,-7.46811,31.0799,35.888,24.8242,1.53514,20.2502,train
1854,36.6201,1.56128,31.2433,28.0685,107.023,0.29803,529.84,-20.477,-23.6517,-25.8601,9.3239,10.7663,-1.18338,-4.04907,56.826,test
1855,125.614,1.47281,23.2625,19.7799,114.696,0.326898,268.369,-10.3399,-13.8225,-16.8012,11.1913,12.9227,3.01932,-3.00699,23.98,train
1856,129.264,1.45188,108.066,1.76665,99.3873,0.260093,265.202,296.417,190.118,94.1758,350.293,404.483,390.22,313.618,0.757088,train
1857,186.213,2.81283,134.878,7.37251,125.869,0.291383,715.743,157.027,29.5214,11.0744,252.797,291.905,285.678,118.36,2.83129,train
1858,175.474,1.47924,58.2075,3.87859,88.4031,0.326618,726.351,141.902,87.5731,41.8473,173.3,200.11,292.272,220.719,4.19129,train
1859,90.5216,1.20926,115.836,4.02021,130.93,0.291639,668.849,591.513,479.698,237.839,612.582,707.349,384.358,344.043,1.09185,train
1860,128.393,1.31255,69.3215,16.7601,204.925,0.311093,712.727,181.245,128.683,55.9615,216.997,250.566,116.161,95.795,3.28451,train
1861,182.683,2.10637,42.044,1.88605,116.269,0.270278,304.197,61.6411,21.4832,9.79858,89.7939,103.685,110.545,64.0223,3.38773,train
1862,153.845,1.50456,139.961,1.40168,144.599,0.269339,649.676,356.445,217.886,108.242,429.9,496.406,388.325,302.721,1.51123,train
1863,155.272,1.13513,99.6768,8.23828,130.394,0.318714,350.653,717.054,625.615,308.689,707.31,816.731,774.541,716.212,0.495755,test
1864,130.398,2.69121,15.7502,17.6171,150.191,0.299333,460.441,-20.0821,-18.2152,-17.9162,3.75149,4.33185,-8.68613,-17.7085,122.735,train
1865,35.814,1.57586,128.617,19.2088,80.3944,0.271422,687.035,237.717,128.309,54.55,317.254,366.334,114.854,83.3402,2.16556,train
1866,105.083,1.48846,72.1707,3.56429,175.176,0.295504,890.639,177.926,109.32,52.8778,216.59,250.097,110.153,84.5991,4.11209,train
1867,49.0799,2.93215,58.6931,20.0601,128.557,0.320618,322.878,28.7429,-9.89013,-14.9751,75.7217,87.4359,19.9906,1.50312,4.26401,train
1868,198.516,2.20574,47.7376,29.6589,86.6222,0.285999,569.073,-2.2258,-20.3045,-24.9817,39.4144,45.5118,42.562,-23.644,14.4382,train
1869,156.521,2.65043,90.482,9.36117,201.338,0.298981,865.99,98.6887,17.5679,4.10335,163.827,189.171,96.798,39.4369,5.28601,train
1870,160.477,2.82635,59.9188,5.46463,111.788,0.338136,666.553,64.5741,10.1198,2.3276,107.814,124.493,120.655,45.3639,6.18244,train
1871,166.177,1.40888,142.403,24.5655,169.706,0.339899,844.803,332.547,214.71,95.0721,411.318,474.95,341.385,263.148,2.05389,train
1872,149.016,2.19549,127.54,12.8269,131.245,0.313088,348.151,161.943,47.2296,17.2014,250.7,289.483,223.094,114.318,1.38871,test
1873,166.339,2.60564,122.626,19.6359,79.2392,0.280905,870.991,118.933,15.9431,-1.84638,209.197,241.559,323.064,120.213,4.16351,train
1874,93.5043,2.83252,77.0752,18.977,161.778,0.257549,508.328,55.6659,-2.43229,-10.7047,114.957,132.741,45.2405,8.53307,4.42189,train
1875,45.1475,2.62079,118.266,2.65089,191.701,0.317326,250.204,152.366,36.7507,17.0499,234.374,270.632,43.448,19.8632,1.06754,test
1876,195.7,2.24671,12.6744,7.43162,183.707,0.280593,706.826,0.401684,-4.84112,-6.13637,11.3242,13.0761,6.05067,-2.47483,62.4171,train
1877,75.3647,1.72688,124.108,20.0201,180.254,0.332361,521.049,189.096,85.0078,32.4938,271.243,313.204,91.7924,58.3833,1.92097,train
1878,188.614,1.96387,39.0582,19.9981,95.5229,0.251553,307.335,12.4057,-6.65444,-13.3263,44.569,51.4639,50.5151,6.70244,6.8957,train
1879,156.41,1.26513,100.183,26.1281,137.542,0.264731,745.508,294.543,220.488,97.1802,341.843,394.726,335.852,290.152,2.18085,train
1880,64.4578,1.57979,46.4513,18.7625,133.136,0.27757,689.509,45.9496,18.2608,-0.250864,80.0215,92.4009,28.5226,18.0035,8.61655,train
1881,156.76,2.00497,119.615,11.8662,198.636,0.305485,623.987,167.242,59.4927,23.8133,248.426,286.857,155.08,88.3596,2.51177,test
1882,121.386,2.71957,9.43947,0.568869,188.953,0.33312,555.909,11.0755,2.20489,0.81801,17.7665,20.515,8.96002,3.70714,31.2898,train
1883,98.0059,1.92339,115.117,21.1057,165.375,0.272235,644.295,142.558,48.5471,13.7207,223.153,257.675,100.843,57.6282,2.88723,train
1884,140.964,2.45223,66.1182,27.8201,154.53,0.349699,382.979,25.7561,-12.5419,-20.181,79.5655,91.8743,51.0243,9.49367,4.81337,test
1885,161.02,2.80323,47.0711,13.3171,163.014,0.302797,671.841,30.2804,-3.4736,-8.39537,66.9883,77.3515,46.4998,8.58617,10.0292,train
1886,135.626,1.96199,143.545,25.0364,138.362,0.346757,620.764,176.655,58.1456,16.5546,277.301,320.2,216.325,117.481,2.23859,train
1887,168.341,2.76316,26.7174,11.9689,168.883,0.276034,589.128,7.22539,-7.5232,-9.74603,29.3954,33.9428,17.235,-4.21173,20.0415,train
1888,45.9664,1.88049,92.0463,25.8502,103.781,0.277158,506.004,92.5458,26.3497,0.24974,159.861,184.592,52.2589,27.8565,3.16527,test
1889,66.7561,1.7935,69.7548,25.7576,88.7363,0.307612,701.162,57.9366,13.9394,-5.90912,110.584,127.691,61.0954,31.9508,6.34054,train
1890,198.564,2.31003,53.3169,9.64856,154.082,0.305196,485.706,54.1609,10.4926,0.421999,93.0784,107.478,90.5998,39.6179,5.21825,train
1891,167.138,1.68009,109.604,11.5505,100.832,0.304346,830.012,194.095,96.0416,42.2455,263.011,303.699,355.713,241.45,3.15581,test
1892,41.0641,1.59004,89.7527,26.2938,138.807,0.280064,464.006,120.215,56.7559,15.231,181.837,209.968,41.7383,28.1549,2.55177,train
1893,187.348,2.42692,133.434,29.7824,118.212,0.316866,745.978,116.263,12.6113,-8.58554,216.244,249.697,255.58,95.2685,3.4497,train
1894,97.804,2.81321,40.7317,17.6918,99.8596,0.333773,299.144,12.0125,-11.0273,-14.3596,45.6778,52.7442,29.7747,-0.907595,6.54899,train
1895,194.717,2.99535,62.218,25.9391,149.672,0.283996,625.099,19.4412,-16.8377,-21.3884,70.7189,81.6592,56.1818,-13.2369,8.8392,train
1896,32.4041,2.57525,64.8239,27.7311,140.36,0.340829,761.821,22.5341,-14.5587,-21.1449,75.6543,87.3581,11.9668,1.2483,10.0698,test
1897,175.31,2.3718,146.395,28.1763,139.906,0.309617,598.429,141.159,22.9406,-2.61783,249.029,287.554,234.693,96.5156,2.40305,train
1898,29.1337,2.08628,45.8636,17.9346,150.488,0.303254,891.437,26.6556,-1.27338,-9.60401,62.8034,72.5192,8.41682,2.85869,14.1941,train
1899,84.3973,1.79892,41.7552,9.16407,171.642,0.310526,840.952,52.5767,19.9856,5.41078,81.6938,94.3319,31.4015,18.709,10.2939,train
1900,95.4241,1.12448,62.1604,14.3559,101.755,0.338407,674.058,394.968,347.163,166.404,395.885,457.128,337.312,311.832,1.70266,train
1901,169.512,2.1628,80.1474,16.3401,154.892,0.272606,665.438,82.1669,18.3596,1.00974,140.568,162.314,113.532,53.3476,4.73391,train
1902,37.3478,2.21898,37.6777,7.75049,153.142,0.30511,308.254,37.4307,7.50347,-0.12351,65.0458,75.1084,11.9412,5.36065,4.73902,train
1903,166.893,2.03718,134.389,0.906914,184.911,0.274149,556.021,217.324,83.8417,41.4674,304.593,351.714,219.141,133.712,1.82546,test
1904,67.1177,1.97882,61.2685,23.4586,154.362,0.295312,374.931,40.2866,2.47661,-10.491,87.9493,101.555,26.7311,10.7571,4.26304,train
1905,83.7466,2.54199,13.0371,13.3703,138.04,0.289458,528.55,-13.8255,-13.4923,-13.4313,0.682818,0.78845,-3.73963,-8.84348,774.073,train
1906,197.222,2.34149,32.898,16.5471,160.263,0.312539,845.255,7.09914,-9.25178,-12.8994,34.6386,39.9972,26.3507,-0.140016,24.4022,train
1907,125.304,2.72309,135.104,10.2927,168.98,0.328975,648.242,153.429,28.6181,9.16269,249.877,288.533,144.496,58.5381,2.59425,train
1908,52.3972,1.50633,143.971,27.3951,118.459,0.32243,495.241,272.907,156.331,64.4679,361.028,416.879,132.053,96.1969,1.37175,train
1909,80.5776,2.74331,61.8223,28.2085,197.586,0.324356,451.551,15.7071,-17.9066,-23.0576,67.1424,77.5294,17.633,-1.42992,6.72527,test
1910,123.693,1.89108,57.6595,23.6479,118.022,0.304974,291.096,36.7684,2.75675,-10.4456,81.7769,94.4279,60.3037,26.0714,3.55964,train
1911,33.0129,1.7565,118.305,10.7989,203.593,0.259373,537.421,199.816,92.3104,40.7557,275.5,318.121,35.6619,24.0786,1.95071,test
1912,127.775,1.77912,67.8469,23.9981,157.387,0.298406,390.389,60.3525,16.5037,-3.7472,111.024,128.199,66.3419,35.7963,3.51626,train
1913,92.0944,2.61549,66.8804,4.00673,80.5608,0.302581,387.905,80.3962,17.5225,6.75788,127.545,147.277,112.703,49.9022,3.04131,train
1914,119.833,2.37794,65.6213,18.5758,152.655,0.262712,629.627,48.6844,1.63892,-8.46844,98.9916,114.306,53.4962,16.3217,6.36041,test
