sample_id,r_inner_mm,wall_ratio_ro_ri,p_internal_MPa,p_external_MPa,E_GPa,poisson,yield_MPa,hoop_stress_inner_MPa,hoop_stress_outer_MPa,axial_stress_MPa,von_mises_inner_MPa,tresca_inner_MPa,radial_disp_inner_um,radial_disp_outer_um,safety_factor_vm,split
589,157.139,2.23236,103.71,0.443444,112.646,0.343195,450.917,154.671,51.4045,25.4806,223.765,258.381,253.215,133.321,2.01514,train
590,61.2241,1.68435,118.013,25.7047,119.276,0.321966,785.648,167.101,74.7921,24.5437,246.916,285.114,101.22,64.9865,3.18185,train
591,92.0095,2.6374,91.6822,21.5453,139.617,0.348245,732.868,72.1439,2.00691,-9.76917,141.878,163.826,70.827,22.4422,5.16549,train
592,161.289,2.91046,127.254,9.02968,127.495,0.293019,767.944,140.845,22.6202,6.79524,232.181,268.099,222.83,85.6963,3.30753,train
593,155.031,1.41146,51.9084,22.9061,187.165,0.345046,509.647,64.555,35.5528,6.32331,100.86,116.463,66.5001,48.2554,5.053,train
594,30.7719,1.34076,9.85615,28.402,101.429,0.269385,595.63,-93.4506,-74.9047,-51.6534,72.3949,83.5945,-23.3245,-21.6965,8.2275,test
595,39.2273,1.90247,14.2447,22.7313,124.335,0.306744,669.382,-37.6975,-29.211,-25.9711,20.3107,23.4528,-8.00148,-8.56629,32.9571,test
596,46.1115,1.64093,125.431,2.50886,136.406,0.269161,503.638,265.654,142.732,70.1116,338.689,391.085,94.8369,69.0816,1.48702,train
597,161.472,1.59445,32.2298,14.3288,196.442,0.261871,314.964,26.7859,8.88494,-2.72192,51.1091,59.0157,29.541,17.4967,6.16259,train
598,44.1194,2.21804,8.285,18.863,120.464,0.280131,733.231,-34.8383,-24.2603,-21.5616,22.9958,26.5533,-9.69719,-10.5086,31.8854,train
599,29.0163,1.56834,63.0968,18.4981,187.189,0.256312,646.271,87.2078,42.6091,12.0555,130.168,150.305,15.5461,10.7601,4.96491,test
600,47.4316,2.43091,19.1978,28.7006,139.317,0.26842,764.628,-42.0748,-32.5719,-30.6363,19.812,22.877,-9.77058,-13.7756,38.5941,train
601,23.927,1.76646,11.5781,29.8307,121.98,0.346514,886.05,-65.2996,-47.0471,-38.4389,46.5242,53.7215,-9.40915,-8.10486,19.0449,train
602,135.832,2.10064,82.8587,25.6517,155.737,0.281528,332.18,65.0813,7.87437,-8.88867,128.12,147.94,79.2915,32.2431,2.59273,train
603,117.47,2.67833,48.9161,4.36692,138.412,0.253158,739.015,54.6147,10.0656,2.84932,89.6603,103.531,56.249,23.7533,8.24239,train
604,197.691,1.32781,68.3932,22.0583,81.222,0.345512,660.724,145.718,99.3834,38.6626,185.426,214.112,379.676,302.651,3.56327,train
605,127.865,1.17429,101.338,0.776153,178.514,0.332435,276.075,630.506,529.944,264.584,633.795,731.843,412.743,371.979,0.435591,train
606,90.8104,2.20961,73.2709,12.6502,122.026,0.257048,778.563,79.1991,18.5784,2.9641,132.043,152.47,72.3883,34.644,5.89629,train
607,157.31,2.05062,32.4542,14.9987,206.401,0.265573,893.318,13.3493,-4.10616,-9.55244,39.667,45.8035,18.6768,3.77278,22.5204,train
608,81.2964,1.37703,123.523,26.0107,102.333,0.320376,444.46,289.114,191.602,82.7955,357.354,412.637,240.047,189.701,1.24375,train
609,124.645,2.47337,130.47,16.2103,158.389,0.330663,317.126,142.704,28.4439,6.1168,236.575,273.174,144.659,61.8599,1.34049,train
610,184.754,2.61779,131.724,20.6415,205.363,0.254245,838.776,128.4,17.3171,-1.66218,225.274,260.124,146.024,54.1381,3.72336,train
611,157.163,1.38636,55.954,16.2698,123.647,0.310411,377.305,109.497,69.8126,26.7714,143.285,165.451,150.691,117.276,2.63326,test
612,139.574,2.32094,35.3218,23.1998,99.6092,0.25642,629.577,-5.55124,-17.6732,-20.4365,25.782,29.7705,12.2554,-21.0867,24.4192,train
613,99.8128,1.56572,38.5476,25.3429,149.62,0.313908,497.585,6.05671,-7.14803,-16.2454,38.6285,44.6043,15.5147,6.16976,12.8813,train
614,108.223,1.60175,58.7626,22.0487,112.013,0.256334,301.246,61.5658,24.8519,1.40161,104.207,120.328,73.6887,46.6501,2.89083,train
615,54.9982,2.09738,148.972,14.5118,73.9066,0.280985,482.888,199.065,64.6055,25.0469,301.409,348.037,174.048,96.2148,1.6021,train
616,114.525,1.8793,21.5966,8.02681,168.724,0.27993,687.261,16.2626,2.69283,-2.66699,32.7871,37.8593,15.6489,7.25359,20.9613,train
617,196.133,1.67688,140.255,26.1823,138.482,0.282807,817.424,213.804,99.7314,36.7746,306.625,354.06,344.261,229.745,2.66588,train
618,22.5834,1.50588,90.2367,28.1829,170.494,0.326753,894.39,131.772,69.7182,20.7677,192.265,222.009,20.4611,14.3898,4.65186,train
619,21.6123,2.06219,112.727,7.47895,127.206,0.334044,349.656,162.484,57.2363,24.8787,238.339,275.21,32.5919,18.0173,1.46705,test
620,108.705,1.86275,99.4636,20.667,173.872,0.315087,622.671,121.937,43.1401,11.2365,191.738,221.4,93.615,53.7011,3.2475,train
621,124.444,2.84445,61.4941,19.579,113.612,0.341846,810.455,34.1583,-7.75674,-13.6679,82.8374,95.6524,65.559,11.2431,9.78369,train
622,174.925,1.48955,21.8157,27.2019,159.173,0.250021,524.143,-41.4267,-36.0406,-31.6212,16.9836,19.611,-30.8438,-34.9222,30.8616,train
623,64.4962,2.89313,126.964,29.3511,201.501,0.312336,328.255,94.7507,-2.86253,-16.1068,192.011,221.715,44.6307,10.4971,1.70957,train
624,46.4794,1.40352,117.199,13.9099,164.071,0.280217,377.787,302.375,199.086,92.5879,363.361,419.573,87.6129,70.3908,1.0397,train
625,76.6797,2.68136,101.447,7.87575,204.88,0.326694,692.616,115.93,22.3587,7.24147,188.254,217.377,54.9073,22.6459,3.67916,train
626,64.273,1.77963,12.6027,24.2012,182.225,0.282157,461.305,-46.5041,-34.9055,-29.5534,29.3594,33.9014,-12.2072,-12.3897,15.7123,train
627,121.683,2.19482,84.73,1.81524,133.32,0.267802,877.985,124.542,41.6271,19.9059,181.235,209.272,129.516,73.684,4.84447,train
628,168.086,2.07242,34.4765,26.7402,182.012,0.328338,367.936,-14.308,-22.0443,-24.3922,17.4664,20.1684,4.63667,-10.0584,21.0654,train
629,120.499,1.14879,90.7406,28.1594,115.53,0.263222,393.319,425.885,363.304,167.572,447.411,516.626,423.108,391.342,0.879099,train
630,79.4233,1.66378,93.4508,11.5121,160.07,0.254135,337.83,163.109,81.1703,34.8291,222.187,256.56,88.3229,62.1166,1.52047,train
631,179.222,2.79913,149.126,3.21351,123.717,0.256843,800.208,185.394,39.4814,18.1339,289.703,334.52,317.31,144.556,2.76216,train
632,132.266,1.35924,75.2535,25.3017,90.6839,0.286802,725.625,142.525,92.5732,33.6357,188.602,217.778,225.288,178.789,3.84739,train
633,165.421,1.1108,30.5925,10.4697,123.96,0.251618,796.759,181.73,161.607,75.5688,183.877,212.323,227.411,215.274,4.33311,train
634,49.1127,2.94707,18.902,19.0281,125.504,0.324447,386.062,-19.187,-19.061,-19.0445,0.246816,0.284999,-2.69052,-7.73654,1564.17,train
635,48.1797,2.61127,67.1127,28.7132,151.537,0.315318,748.284,22.8849,-15.5146,-22.1139,77.9402,89.9976,16.2212,0.425157,9.60075,train
636,60.1163,2.95861,64.6086,12.905,93.8613,0.255641,679.558,52.1357,0.432066,-6.23646,101.104,116.744,44.9915,10.0913,6.72141,train
637,82.7533,2.83354,130.625,20.057,99.5206,0.324214,483.771,121.972,11.4037,-4.32664,218.755,252.597,137.803,45.4954,2.21147,train
638,30.6007,2.17042,98.3587,10.7228,84.0363,0.280667,478.832,124.147,36.511,12.8941,192.696,222.506,53.941,28.3741,2.48492,test
639,103.484,1.69158,83.0621,10.4736,163.11,0.280238,314.179,140.107,67.518,28.5222,193.27,223.169,98.5863,67.0328,1.6256,train
640,174.455,1.24534,23.6748,10.6454,194.628,0.334917,387.1,49.6884,36.6591,13.0068,63.5344,73.3632,47.7409,40.0384,6.09276,train
641,21.4979,2.18582,82.7391,18.6519,75.1926,0.315122,594.372,79.3633,15.2761,-1.68791,140.385,162.102,30.2968,13.5522,4.23388,train
642,146.647,2.33044,25.4692,17.7713,193.875,0.263799,769.807,-6.59879,-14.2967,-16.034,16.3423,18.8704,3.29015,-9.48167,47.1052,train
643,95.9387,2.39371,135.462,15.8525,142.188,0.281147,651.77,154.333,34.7237,9.43558,250.969,289.794,128.04,58.9963,2.59701,test
644,42.6252,1.16931,117.552,27.1164,193.185,0.251497,849.669,555.76,465.324,219.104,583.106,673.312,116.99,107.597,1.45714,train
645,106.685,2.58026,116.657,28.431,79.7849,0.312685,544.625,90.9822,2.75655,-12.8372,179.82,207.639,175.8,54.032,3.02871,train
646,74.3001,2.4701,92.9257,3.45073,198.685,0.251915,620.407,121.103,31.6279,14.0886,185.354,214.029,52.7145,26.7398,3.34715,train
647,91.884,1.60813,14.8051,19.6538,197.349,0.318958,570.914,-30.6166,-25.7679,-22.7108,13.6931,15.8115,-8.68355,-9.17596,41.6935,train
648,70.0004,1.25271,36.5079,0.110684,154.633,0.342656,357.903,164.159,127.762,63.8255,173.783,200.667,70.0751,60.0708,2.05949,train
649,109.274,2.18361,58.6391,18.6818,145.57,0.266638,273.896,42.4833,2.52606,-8.07788,87.5745,101.122,45.2443,15.8362,3.12757,test
650,94.282,2.35533,41.66,22.322,143.135,0.282596,610.597,5.52076,-13.8172,-18.0696,40.8597,47.1807,14.7548,-3.72774,14.9437,train
651,111.292,2.67376,123.493,10.9298,148.845,0.297733,694.208,138.245,25.6818,7.376,226.671,261.737,129.215,53.4578,3.06262,train
652,172.268,1.96751,136.569,11.0057,162.572,0.252998,373.369,202.024,76.4609,32.7276,293.23,338.593,241.911,147.952,1.2733,train
653,136.594,2.94045,141.692,25.5282,115.802,0.297398,343.438,121.02,4.85626,-10.336,227.515,262.711,196.078,53.8369,1.50952,train
654,56.0083,2.32219,80.2704,12.4535,76.6759,0.296347,841.181,86.2415,18.4245,2.98553,144.204,166.512,79.7253,36.0121,5.83329,train
655,72.1293,2.46092,61.0587,26.0898,128.587,0.299371,646.535,22.7114,-12.2575,-19.1737,72.547,83.7701,26.213,1.78494,8.91195,train
656,89.224,2.62603,98.9665,29.5984,114.825,0.300853,604.697,63.3002,-6.06793,-17.8331,140.527,162.267,76.4917,16.7364,4.30307,train
657,126.101,1.25216,139.42,2.21719,139.529,0.264604,787.201,618.177,480.975,239.379,656.098,757.597,534.781,473.281,1.19982,train
658,29.981,1.62481,17.768,14.0814,117.848,0.255053,492.184,-5.89902,-9.58559,-11.8335,10.2788,11.869,0.420003,-1.23011,47.8833,train
659,70.6494,1.53821,8.74516,12.3654,147.372,0.332727,260.693,-21.2859,-17.6656,-15.0155,10.8606,12.5407,-6.41432,-6.3087,24.0036,train
660,90.9345,1.70129,80.555,15.9282,156.566,0.34916,830.209,116.928,52.3011,18.1864,171.025,197.483,80.5602,50.9006,4.85431,train
661,29.3958,2.41779,97.318,16.3591,94.779,0.276271,490.463,98.0146,17.0557,0.348332,169.163,195.333,38.7083,16.1067,2.89935,train
662,153.613,2.47622,131.497,7.8267,153.575,0.25701,787.407,164.042,40.3719,16.2726,255.944,295.538,193.704,94.6183,3.07649,train
663,187.016,1.70921,82.6565,7.85301,107.301,0.343745,813.065,144.813,70.0099,31.0784,196.995,227.47,283.298,184.777,4.12734,train
664,175.259,2.36368,14.3856,16.8516,165.739,0.295837,835.902,-20.3928,-17.9268,-17.3892,5.2024,6.00721,-11.6241,-19.4886,160.676,train
665,106.162,2.56928,26.5412,21.6035,178.096,0.313618,510.194,-14.9027,-19.8405,-20.722,10.0792,11.6385,-0.0477713,-10.0567,50.6183,test
666,130.228,2.43861,83.6782,11.939,189.858,0.263157,484.493,88.8042,17.065,2.56298,149.374,172.482,75.5548,32.6719,3.24348,train
667,43.8702,2.19931,5.56082,10.3961,165.321,0.26975,679.722,-17.7518,-12.9165,-11.6563,10.5577,12.191,-3.47825,-4.06656,64.3815,train
668,116.346,1.27463,64.9817,10.0836,112.786,0.331816,771.88,220.578,165.68,77.7982,247.302,285.56,223.154,188.303,3.1212,train
669,151.832,2.49965,116.9,11.6075,144.98,0.283785,501.607,133.809,28.5171,8.4548,217.12,250.709,172.363,76.9939,2.31027,train
670,101.508,1.12382,37.7801,29.7429,112.911,0.337842,781.316,39.4223,31.385,0.821089,66.8593,77.2025,46.6667,41.5812,11.686,train
671,132.341,2.35762,130.138,3.30289,197.819,0.259711,687.953,179.182,52.3466,24.5218,267.879,309.32,138.223,73.8714,2.56815,train
672,60.3322,1.41274,94.6981,20.4831,102.459,0.294315,628.304,202.782,128.567,54.0419,257.625,297.48,126.452,98.7357,2.43883,train
673,194.214,2.50021,26.0147,10.1901,123.852,0.279237,590.104,11.6616,-4.16298,-7.17656,32.6286,37.6762,32.8203,2.69134,18.0855,train
674,44.4932,1.89326,95.2608,22.1296,134.418,0.25271,468.33,107.595,34.4642,6.16729,175.679,202.856,43.0672,24.1259,2.66584,train
675,158.468,1.81142,64.3906,16.9731,156.686,0.266283,672.926,72.0157,24.5982,3.81255,118.131,136.406,89.1491,51.4848,5.69642,test
676,194.876,1.69012,23.366,1.11495,154.139,0.308157,282.478,45.1069,22.8558,10.8704,59.2993,68.4729,61.8963,42.4146,4.7636,train
677,131.56,1.54645,33.7671,4.79552,150.712,0.25184,658.618,65.8168,36.8453,16.0249,86.2422,99.5839,61.3535,45.921,7.63684,train
678,194.637,1.91178,134.268,1.4817,209.543,0.327592,255.085,231.337,98.5502,48.5342,316.623,365.605,240.969,147.632,0.805642,test
679,104.853,1.8318,9.17104,28.4883,83.4111,0.262994,547.829,-64.2076,-44.8903,-36.6893,47.6631,55.0366,-65.5519,-63.8976,11.4938,test
680,181.022,2.91872,85.2518,11.0604,112.657,0.280854,891.935,82.8654,8.67407,-1.19319,145.594,168.117,172.164,56.8212,6.12619,train
681,91.7227,2.3928,26.8627,24.9755,136.192,0.297434,821.334,-22.2895,-24.1768,-24.5761,3.9605,4.5732,-4.70753,-15.21,207.381,train
682,33.9908,1.23347,16.7635,17.5208,81.6723,0.336999,898.069,-21.1826,-20.4254,-18.9731,3.82708,4.41913,-3.80371,-4.172,234.661,train
683,168.531,1.25767,68.6453,7.8348,162.534,0.278594,762.663,262.041,201.231,96.6979,286.383,330.687,263.607,230.136,2.66309,train
684,43.9311,2.07417,44.4629,20.2384,182.521,0.258227,326.033,18.6579,-5.56662,-12.9025,54.6642,63.1208,8.05619,1.49334,5.96429,train
685,151.342,2.88763,141.214,28.4935,142.346,0.315788,610.269,114.948,2.22727,-13.1331,221.843,256.162,174.034,47.1953,2.75091,train
686,180.651,2.51006,95.5887,2.85361,72.9163,0.308101,259.458,124.873,32.1381,14.6422,190.926,220.462,371.162,177.27,1.35895,train
687,179.954,1.29951,95.012,25.9836,203.648,0.282907,290.823,243.497,174.469,74.2425,293.157,338.509,220.359,184.667,0.992036,train
688,73.6073,2.34985,48.4859,20.9768,205.12,0.29049,517.62,18.6997,-8.80943,-14.8931,58.1844,67.1856,13.3172,1.358,8.89619,train
689,37.1142,1.94296,39.888,21.2105,183.491,0.333206,293.637,10.9279,-7.74963,-14.4801,44.0079,50.8159,5.87457,1.62806,6.67238,train
690,169.345,1.60066,29.9349,14.1952,140.805,0.323495,255.569,21.6961,5.95646,-4.11938,44.7138,51.6311,39.3432,22.8725,5.71565,test
691,134.702,1.35213,116.586,4.34976,192.365,0.289268,412.341,378.901,266.665,131.158,429.105,495.487,262.37,217.753,0.960933,train
692,62.9525,1.24212,89.83,6.61221,89.4663,0.294154,872.052,383.193,299.975,146.681,409.65,473.023,257.865,226.171,2.12877,train
693,179.053,1.37074,116.606,16.0918,110.53,0.275982,541.945,313.14,212.626,98.267,372.171,429.746,515.47,421.784,1.45617,train
694,67.3038,1.27222,131.218,26.6332,90.5922,0.341127,633.836,416.119,311.534,142.45,474.008,547.337,306.301,257.111,1.33719,train
695,136.731,1.79812,145.295,26.5612,177.028,0.332749,440.227,198.506,79.7724,26.6056,297.74,343.801,183.823,110.768,1.47856,train
696,139.591,1.52153,98.1792,23.488,87.5605,0.309348,797.315,164.797,90.1058,33.3089,227.744,262.976,294.715,211.196,3.50093,train
697,125.467,2.9988,44.1837,9.91199,107.376,0.315244,618.65,32.9353,-1.33636,-5.62417,66.787,77.119,56.8315,12.4791,9.26302,train
698,130.141,1.79547,128.664,2.23044,181.94,0.284399,564.443,237.917,111.483,54.6265,317.468,366.581,185.243,124.04,1.77795,train
699,178.921,2.54304,32.1542,9.73216,197.145,0.349917,898.959,20.8924,-1.52956,-5.63086,45.9397,53.0466,30.9605,8.8769,19.5682,train
700,89.5417,2.12087,148.055,20.3212,200.172,0.301477,320.082,180.443,52.7092,16.194,284.488,328.499,98.499,51.1865,1.12512,train
701,113.341,2.02991,149.58,29.0533,195.98,0.321623,457.646,168.721,48.1945,9.57058,275.657,318.301,123.619,63.9346,1.6602,test
702,112.539,2.94876,70.0959,24.2827,74.2806,0.321118,702.761,33.4374,-12.3758,-18.3293,89.6624,103.533,93.6795,5.84221,7.83785,train
703,197.724,2.96434,106.487,14.5762,194.213,0.270545,344.268,100.94,9.029,-2.7736,179.637,207.426,132.858,41.4146,1.91647,train
704,44.6149,1.55608,64.2011,7.42599,152.31,0.33744,820.637,129.237,72.4616,32.5178,167.522,193.438,40.988,29.1693,4.89868,train
705,167.227,2.66529,49.2344,11.6593,72.1781,0.309655,420.265,38.2279,0.65281,-5.50323,75.7446,87.4623,127.84,36.8487,5.54845,train
706,21.7838,2.22899,34.8727,0.551863,170.727,0.32847,825.35,51.0659,16.7451,8.09663,74.425,85.9386,7.63793,4.0576,11.0897,train
707,85.7324,1.91013,97.1764,26.1944,116.845,0.266714,765.436,98.3875,27.4056,0.605562,169.363,195.564,91.0884,47.9746,4.51949,train
708,24.5602,2.34424,37.9803,6.4172,151.13,0.339535,532.781,39.1881,7.62497,0.603888,66.8298,77.1684,8.43084,3.6568,7.97221,train
709,142.063,1.10129,124.747,4.88325,195.181,0.264915,436.927,1241.36,1121.5,558.307,1183.08,1366.11,819.928,781.443,0.369312,train
710,169.279,2.1987,82.7965,7.19844,159.33,0.253903,458.127,107.832,32.2342,12.5179,165.089,190.629,133.524,72.1439,2.77502,test
711,88.773,2.35347,114.013,22.0608,195.399,0.309297,499.693,110.41,18.4574,-1.80166,194.356,224.423,66.4353,27.6266,2.57102,train
712,170.244,2.58533,107.022,3.74363,106.988,0.271591,449.82,135.875,32.5969,14.4266,210.355,242.897,256.227,122.164,2.13839,test
713,186.19,2.92988,102.565,27.9651,100.976,0.321252,604.252,66.3069,-8.29268,-18.1289,146.247,168.871,193.757,35.1973,4.13172,train
714,184.121,2.25971,109.213,8.88285,85.3478,0.338509,254.885,140.314,39.984,15.5506,216.097,249.527,371.099,183.914,1.17949,test
715,55.1723,2.26943,5.38152,23.2155,98.0869,0.343207,899.9,-49.6435,-31.8095,-27.5125,38.332,44.262,-21.5735,-18.381,23.4765,train
716,55.4053,2.06891,46.838,13.6984,133.509,0.251793,325.394,39.646,6.50641,-3.59598,74.8973,86.484,21.7227,9.32503,4.34453,train
717,182.767,1.1522,83.8102,16.5697,104.665,0.329066,889.664,461.206,393.966,188.698,471.998,545.016,745.091,678.692,1.88489,train
718,65.5836,2.84874,34.5129,21.0133,187.615,0.319573,855.893,-3.71912,-17.2187,-19.116,26.6682,30.7938,4.6909,-4.37612,32.0942,train
719,130.619,2.59589,52.1227,4.17492,114.994,0.264058,286.001,60.4834,12.5356,4.18034,97.5197,112.606,83.0816,36.9585,2.93275,test
720,78.959,1.99682,5.78059,3.63907,92.2292,0.288536,306.698,-0.0637848,-2.20531,-2.92219,4.9509,5.71681,2.09516,-0.533618,61.948,train
721,150.109,1.50292,110.63,2.24218,125.013,0.337503,869.856,278.357,169.969,83.8635,336.872,388.987,345.082,257.017,2.58216,train
722,123.001,1.63346,131.568,18.7708,75.3984,0.327558,492.275,229.259,116.462,48.8454,312.486,360.828,418.206,284.091,1.57535,train
723,28.4193,1.44498,16.8387,14.2959,159.817,0.275704,365.504,-7.07869,-9.6215,-11.9587,8.45239,9.75998,0.153081,-0.612324,43.2426,train
724,66.1075,2.58709,124.513,7.26384,109.28,0.288665,542.912,151.175,33.9265,13.3313,238.753,275.688,110.867,50.3549,2.27395,train
725,42.7991,2.98094,7.07853,22.0991,109.112,0.29907,730.886,-40.9292,-25.9086,-24.0039,29.3155,33.8506,-12.4081,-14.1722,24.9317,train
726,175.069,1.41496,100.64,27.2771,169.913,0.327994,525.481,192.502,119.139,45.931,253.868,293.141,216.832,164.773,2.0699,train
727,33.7216,2.86901,56.0009,12.796,209.033,0.262606,447.647,42.3583,-0.846477,-6.82125,85.1816,98.3592,9.49471,1.99256,5.25522,train
728,52.5832,1.5774,19.3744,16.5153,108.36,0.317009,672.048,-9.81388,-12.673,-14.5941,8.27966,9.56053,0.463171,-2.15168,81.1685,train
729,26.2289,1.33006,115.3,6.31273,157.785,0.271883,357.795,386.106,277.118,135.403,434.23,501.406,63.2744,53.5103,0.823975,train
730,83.2829,2.78589,75.4619,9.98777,169.919,0.275033,326.609,74.854,9.37989,-0.303941,130.177,150.316,46.9018,16.6728,2.50895,train
731,44.0017,2.68276,11.0846,9.08256,207.253,0.263527,436.712,-6.43436,-8.43644,-8.7595,4.02725,4.65027,-0.255811,-2.12712,108.439,train
732,192.759,1.65179,117.623,13.916,188.904,0.304701,793.344,209.794,106.087,46.0855,283.551,327.416,236.317,162.288,2.79789,train
733,93.2738,1.31285,147.847,27.8148,194.402,0.296665,266.659,423.992,303.96,138.073,495.227,571.839,204.822,170.862,0.538458,test
734,132.157,1.39817,72.6427,6.93482,132.163,0.317182,585.7,196.397,130.689,61.8772,232.995,269.04,199.801,158.352,2.51379,test
735,158.791,2.76104,142.04,12.349,70.4167,0.289068,616.098,156.504,26.8127,7.23185,258.547,298.544,440.795,176.152,2.38293,train
736,93.2325,1.5559,86.1853,8.11098,147.703,0.250479,682.856,179.863,101.788,46.8386,230.404,266.048,119.753,90.4403,2.96373,train
737,186.743,1.13624,146.95,6.91317,152.814,0.337199,343.113,1095.46,955.421,474.254,1075.96,1242.41,1203.81,1107.8,0.318891,train
738,143.567,2.15287,108.387,5.56533,174.331,0.298904,786.139,153.831,51.01,22.7223,227.087,262.218,147.772,81.3465,3.46183,train
739,107.927,2.48688,6.94376,8.85218,81.8273,0.282721,417.575,-11.4968,-9.58838,-9.22028,3.94305,4.55304,-9.13631,-14.6913,105.902,train
740,148.591,1.76394,64.5517,2.70566,163.256,0.283848,550.158,117.721,55.8752,26.5848,157.853,182.273,116.955,78.8246,3.48526,train
741,86.5103,1.78365,81.8784,4.20466,159.587,0.288337,729.629,144.684,67.01,31.4027,196.209,226.562,86.3209,57.209,3.71864,train
742,45.3877,2.02541,39.379,8.90383,194.283,0.348342,885.367,41.2182,10.743,0.919607,69.7992,80.5972,12.759,6.39928,12.6845,train
743,95.2982,1.84768,86.5222,25.1003,102.837,0.349244,795.943,87.2116,25.7896,0.344658,150.458,173.734,108.709,58.9614,5.29014,test
744,185.662,2.04748,9.51583,26.3001,208.348,0.264899,867.516,-53.6001,-36.8159,-31.558,38.1781,44.0843,-38.068,-39.2081,22.7229,train
745,141.484,2.99015,111.047,3.36761,120.142,0.338582,691.231,131.432,23.7523,10.1923,209.993,242.479,194.994,75.503,3.29169,train
746,145.903,1.37776,81.7314,18.0932,123.343,0.322603,495.841,187.242,123.604,52.7552,232.938,268.973,232.547,183.22,2.12864,train
747,184.682,2.07121,73.4008,21.3925,125.807,0.256368,771.207,62.2327,10.2243,-5.58409,117.462,135.634,121.082,52.1148,6.56558,test
748,59.5838,1.52585,145.922,28.8325,71.0378,0.297571,260.877,264.567,147.478,59.3225,355.493,410.488,243.523,177.134,0.733844,train
749,125.18,1.84022,118.847,13.5357,146.169,0.28611,293.445,180.034,74.7232,30.5937,258.838,298.88,175.807,110.071,1.1337,train
750,155.977,2.36763,26.2699,4.73546,78.944,0.303284,603.723,26.1502,4.61576,-0.0598491,45.3971,52.4201,67.4449,28.3957,13.2987,train
751,159.711,1.98684,118.755,13.395,98.4633,0.274741,854.724,163.456,58.0955,22.3503,244.402,282.211,308.093,179.297,3.49721,test
752,111.158,1.53265,79.7561,16.2409,152.643,0.315734,514.789,141.44,77.9247,30.8419,191.561,221.196,114.247,81.8273,2.68733,train
753,92.5402,1.83317,118.968,14.1122,208.127,0.317342,387.718,179.585,74.7289,30.3083,258.555,298.553,92.3594,56.7215,1.49956,train
754,114.191,1.29803,47.6253,29.905,170.04,0.276858,731.866,39.5615,21.8412,-4.03192,75.506,87.1868,36.172,27.2292,9.69282,test
755,187.414,2.08243,136.198,11.1542,91.105,0.325701,790.836,188.845,63.8006,26.3232,281.496,325.043,462.094,252.146,2.80941,test
756,117.647,2.92657,58.2313,20.6764,116.634,0.289377,714.109,26.8074,-10.7475,-15.712,73.6457,85.0387,48.6236,-0.64231,9.69654,train
757,157.789,2.15611,91.9025,8.96456,89.3072,0.322841,650.204,119.434,36.4958,13.7656,183.023,211.336,255.586,133.124,3.55259,train
758,129.627,2.74534,110.965,15.9334,78.6677,0.298449,685.804,108.174,13.142,-1.39568,189.78,219.139,233.502,82.8465,3.61369,train
759,187.204,2.3322,12.8859,13.638,71.7734,0.257345,772.167,-14.729,-13.9769,-13.8075,1.59619,1.84312,-20.4999,-42.0574,483.757,train
760,27.2869,1.44975,139.278,4.387,101.877,0.26693,733.868,375.368,240.477,118.045,445.697,514.646,102.057,81.597,1.64656,train
761,60.2299,2.1615,116.335,2.6426,83.3296,0.326855,600.847,172.972,59.2796,28.3185,250.547,289.306,145.816,79.5019,2.39814,train
762,86.2262,2.10428,107.731,8.67228,113.184,0.260893,781.936,148.18,49.1214,20.2245,221.625,255.91,130.279,73.9147,3.5282,train
763,141.953,2.21394,34.6891,8.75236,147.091,0.335873,826.236,30.4801,4.54328,-2.10454,56.4382,65.1692,41.3418,17.4985,14.6397,train
764,80.6411,1.36495,16.7207,15.053,146.675,0.278394,292.192,-9.52071,-11.1885,-13.1207,6.2354,7.20002,-0.666919,-2.51028,46.8603,train
765,170.135,1.81901,124.667,8.60687,102.126,0.269103,834.613,207.992,91.9314,41.6623,288.091,332.659,383.712,251.628,2.89704,train
766,76.2818,1.48161,51.458,20.761,197.52,0.328869,787.034,61.3046,30.6076,4.92332,97.6552,112.763,29.586,20.4938,8.05932,train
767,182.393,1.1942,54.0545,22.0343,90.0752,0.272572,677.726,160.277,128.256,53.1111,185.616,214.331,325.065,289.658,3.65122,train
768,20.4147,1.74674,13.8579,13.741,202.761,0.299453,660.097,-13.5103,-13.6271,-13.6841,0.300951,0.347508,-0.52988,-0.952257,2193.37,test
769,188.774,2.24213,135.42,8.43165,153.488,0.300257,751.125,181.623,54.6349,23.1016,274.568,317.043,264.855,138.513,2.73567,train
770,58.2496,2.68842,95.4337,25.3571,149.134,0.272783,347.099,67.2247,-2.8519,-14.1045,140.866,162.658,37.9277,8.30864,2.46403,train
771,146.492,1.74075,95.7501,16.0572,170.287,0.309133,623.022,142.143,62.4498,23.1963,206.021,237.893,141.575,90.2141,3.02407,train
772,38.4229,2.42135,75.3181,13.8697,92.5438,0.339178,581.51,72.8509,11.4024,-1.23364,128.318,148.169,41.0269,16.6129,4.53178,train
773,63.4483,1.8105,104.453,26.1339,105.359,0.279887,635.46,120.949,42.6298,8.24794,195.203,225.401,89.0517,51.9374,3.25538,train
774,138.158,2.99182,84.4932,0.41107,149.552,0.262578,399.781,104.821,20.739,10.164,163.951,189.314,114.866,50.2423,2.43842,train
