sample_id,diameter_mm,length_mm,k_W_mK,h_W_m2K,T_base_C,T_inf_C,heat_rate_W,T_tip_C,fin_efficiency,fin_effectiveness,biot_number,split
0,9.93093,18.1368,22.4524,24.7015,135.22,30.9495,1.56031,126.243,0.941688,7.82089,0.00273143,test
1,15.0806,126.145,17.0744,91.223,234.669,9.5344,25.8443,12.9502,0.204451,7.04518,0.0201427,train
2,17.3082,83.6982,51.8636,10.3853,195.963,1.44882,8.65811,165.706,0.895456,18.2163,0.00086646,train
3,18.3483,103.649,16.9093,114.996,237.695,19.4132,37.5603,26.2689,0.239833,5.65908,0.0311955,train
4,12.9413,131.55,127.844,202.569,284.047,25.356,95.7785,51.558,0.333537,13.8953,0.00512638,train
5,10.0987,108.193,76.4659,6.88492,247.305,6.72071,5.09644,202.871,0.875929,38.4129,0.00022732,train
6,2.08062,76.0131,269.768,9.92561,112.275,4.86248,0.470139,93.3118,0.881495,129.699,1.91381e-05,train
7,10.5004,118.561,34.9086,67.8122,285.785,14.5975,22.2398,34.6916,0.302514,13.9653,0.00509944,test
8,16.2696,16.1811,201.03,261.852,172.548,26.4467,37.9599,163.813,0.958729,4.77278,0.00529798,train
9,3.82118,133.588,43.5769,26.6293,276.333,25.7761,3.15987,42.4382,0.293219,41.297,0.000583768,train
10,6.58688,75.9248,124.08,182.631,120.091,22.6135,12.086,41.6274,0.422931,19.9228,0.00242377,train
11,10.7896,54.4099,62.1139,44.1327,299.869,34.9811,17.8022,216.438,0.786684,16.655,0.00191655,train
12,5.75135,134.929,289.663,14.1652,205.987,11.334,5.65,157.337,0.831646,78.8743,7.03137e-05,train
13,18.1339,146.533,22.2369,390.711,141.126,0.452095,50.296,0.476053,0.10633,3.54319,0.0796548,train
14,19.4239,92.4785,70.2325,58.0634,147.286,16.9615,30.2164,84.9398,0.672294,13.4756,0.00401459,train
15,16.3465,106.171,178.752,454.058,60.2801,18.1779,39.0559,23.571,0.360817,9.73491,0.0103807,train
16,9.71872,115.751,184.659,21.3094,233.849,37.4915,12.458,182.917,0.825141,40.135,0.000280381,train
17,15.9463,81.2412,39.1368,68.8005,79.2828,13.4152,10.2246,34.8904,0.528436,11.2973,0.0070082,train
18,2.12823,141.538,218.459,382.6,228.361,22.6383,9.17249,22.757,0.122684,32.7592,0.000931822,train
19,18.6423,53.1185,32.9825,66.2623,288.231,27.6731,40.5996,172.264,0.694914,8.61513,0.00936317,train
20,8.81204,68.4322,294.629,48.2419,157.557,10.9718,12.3393,134.049,0.892336,28.611,0.000360715,train
21,18.508,63.1151,76.7447,23.8011,230.17,38.644,16.3163,204.187,0.908714,13.3041,0.00143499,train
22,3.93953,89.3852,268.497,302.833,171.19,3.25544,18.5175,19.006,0.325551,29.8717,0.00111083,train
23,13.6559,59.3879,18.2742,40.9289,223.158,34.1153,11.9616,107.148,0.573792,10.5552,0.00764636,test
24,15.7222,140.283,55.8953,21.0568,141.825,30.4631,10.5044,81.7337,0.628885,23.0741,0.00148071,train
25,12.5305,97.4385,15.627,237.763,279.444,29.985,33.5029,30.4454,0.142674,4.58047,0.0476626,train
26,13.1433,44.6069,393.408,85.2049,83.7038,33.5008,8.05707,80.1505,0.95249,13.8831,0.000711647,test
27,15.3366,141.144,16.384,119.934,249.42,32.7063,28.6599,33.4848,0.157859,5.96901,0.0280666,train
28,11.4073,59.4916,19.6946,5.26518,116.953,28.6672,0.92844,103.024,0.893983,19.5433,0.000762408,train
29,16.5324,100.997,170.551,6.01901,280.349,11.476,8.56869,268.161,0.969688,24.665,0.000145864,train
30,8.75769,44.9665,20.3377,44.2911,269.977,20.7916,8.6925,128.195,0.607057,13.0748,0.00476809,train
31,6.54356,83.3096,17.9754,12.3052,277.903,23.886,2.95255,110.628,0.540929,28.0884,0.00111986,train
32,4.15123,90.6597,59.5893,37.6101,118.758,30.2643,1.72227,48.5159,0.432713,38.2332,0.000655017,train
33,7.06827,90.39,48.0249,297.762,236.233,10.9501,25.146,12.8786,0.183181,9.55338,0.0109561,train
34,7.79737,27.4641,38.3602,87.935,56.1754,29.2283,1.29532,46.6141,0.758681,11.4476,0.00446857,train
35,4.17077,79.5076,43.8791,10.2178,134.248,36.0096,0.734711,90.1021,0.693493,53.5739,0.000242805,train
36,2.21438,45.7038,44.6873,60.7461,98.7144,20.3801,0.654533,36.0563,0.427444,35.7165,0.000752533,train
37,3.59818,109.375,42.781,12.0438,160.285,4.30699,1.15282,47.7803,0.492294,60.3501,0.000253241,train
38,14.1107,112.019,35.8853,6.27338,200.261,28.9257,4.54487,155.931,0.825503,27.0388,0.000616699,train
39,17.7051,31.4495,254.177,10.6623,99.0529,19.3142,1.6897,98.5764,0.995961,8.07245,0.000185675,train
40,13.0113,53.6825,128.153,33.4693,110.572,15.2663,6.84037,99.421,0.921428,16.128,0.000849536,train
41,8.59703,104.916,16.299,112.585,261.001,35.4778,12.0962,36.5278,0.164751,8.20712,0.014846,train
42,13.7413,50.8373,17.8001,16.0624,134.054,26.5075,3.24964,102.764,0.802916,12.6847,0.00309997,train
43,19.4241,69.8006,26.4432,160.682,277.797,15.3362,72.0173,53.0695,0.374841,5.7628,0.0295076,train
44,4.36613,79.1973,24.8568,111.59,198.594,1.67277,4.69963,3.96428,0.194198,14.2844,0.00490024,train
45,19.5077,68.8962,81.9063,19.9134,169.714,35.7921,11.0738,153.465,0.918425,13.893,0.0011857,train
46,16.4959,82.9816,114.824,26.3853,160.854,29.4511,13.764,137.303,0.879437,18.5752,0.000947644,train
47,16.5493,30.5475,215.79,14.9411,145.355,4.44022,3.77148,143.968,0.993354,8.32766,0.000286465,test
48,15.3289,47.2505,63.4408,5.63293,60.5908,6.67426,0.732425,59.0098,0.980331,13.0676,0.000340264,train
49,19.2875,123.283,25.3903,33.5907,102.374,30.2839,8.6078,47.3638,0.457935,12.1662,0.00637921,train
50,6.02155,88.011,149.698,365.27,293.484,10.0357,48.5767,25.4803,0.277063,16.4753,0.00367322,train
51,4.3486,129.822,94.073,243.371,241.485,31.3088,14.3249,32.018,0.156592,18.856,0.00281251,train
52,7.84093,124.339,45.3639,393.406,60.8834,7.76632,7.73893,7.79038,0.119039,7.66974,0.0169996,train
53,4.27941,123.163,118.073,5.07091,75.1347,2.69725,0.51191,57.3227,0.834402,96.8916,4.59473e-05,train
54,17.3449,79.5918,17.8451,8.66937,76.7589,28.1224,1.54246,62.3792,0.799902,15.4822,0.0021066,train
55,17.3581,60.8722,41.5363,101.356,150.941,26.5013,26.4886,77.4696,0.590572,8.87474,0.0105892,train
56,8.76304,12.125,123.206,206.227,229.175,19.1212,16.2365,214.091,0.951041,6.21466,0.00366698,train
57,8.68912,20.3764,324.636,10.1691,141.956,0.543981,0.882995,141.444,0.997565,10.3549,6.80461e-05,train
58,16.765,97.8835,152.987,20.661,230.577,26.2878,20.4527,200.554,0.901327,21.9511,0.000566031,test
59,5.59386,72.3158,136.208,17.9746,77.6428,25.5665,1.04054,66.6555,0.858115,45.232,0.000184547,train
60,11.1221,105.239,27.9065,68.3043,251.838,39.1949,17.0489,56.4736,0.311,12.082,0.00680563,train
61,19.5868,91.8956,37.7804,280.648,128.219,24.3721,45.9951,29.2355,0.264974,5.23771,0.0363746,train
62,6.92699,15.3907,150.527,157.836,106.592,5.74187,5.60381,98.3417,0.9448,9.34157,0.00181584,train
63,2.53858,133.169,77.2032,19.8588,110.211,23.6927,0.674426,35.3419,0.367846,77.5538,0.000163248,test
64,5.71739,120.352,66.0025,67.559,122.95,2.06461,5.46551,11.3487,0.305944,26.0667,0.00146306,train
65,14.0555,35.0894,166.539,12.0981,205.697,29.7776,3.59107,203.043,0.989863,10.8746,0.000255261,train
66,8.4363,38.6146,25.6555,32.7014,299.398,5.11661,7.90663,195.912,0.761225,14.6983,0.0026883,test
67,6.29363,64.1318,140.023,226.219,258.224,39.5504,29.631,92.1017,0.461076,19.2545,0.00254197,train
68,2.67155,131.392,180.073,132.147,115.091,33.5908,2.72609,35.6378,0.22837,45.1551,0.000490132,train
69,11.7116,101.512,70.6744,10.4055,101.66,2.19239,3.3806,79.4942,0.849997,30.3198,0.000431079,train
70,18.74,32.1923,145.561,467.486,198.892,5.03691,152.224,134.896,0.773677,6.08989,0.0150464,train
71,4.44001,125.824,77.2115,18.7233,240.533,20.6257,3.70753,86.4607,0.508569,58.1572,0.000269169,train
72,8.0055,30.8632,53.6176,11.3468,102.935,5.86265,0.877262,97.6628,0.963601,15.8233,0.000423539,train
73,6.51553,43.5809,162.204,80.4122,294.599,22.7267,16.8701,227.61,0.83387,23.1441,0.000807515,train
74,17.0403,100.898,123.91,133.298,268.949,35.8053,97.5442,120.681,0.557554,13.7629,0.00458283,train
75,15.9982,121.856,71.9665,59.3192,269.722,6.98495,51.7005,91.1299,0.524426,16.5023,0.00329668,train
76,11.0006,52.8525,223.644,70.4001,266.596,15.6857,30.4356,228.014,0.896657,18.1286,0.000865711,test
77,15.7944,67.2825,99.8253,33.3335,93.2985,27.7509,6.77969,81.4113,0.877906,15.837,0.00131851,train
78,7.79597,92.9082,63.0265,106.624,149.15,6.82832,12.5211,24.1927,0.355159,17.2855,0.00329719,test
79,3.22205,36.6081,63.5513,6.71501,162.312,9.68214,0.366015,149.303,0.94298,43.7985,8.51128e-05,train
80,5.74262,136.215,66.8071,11.3061,64.1604,29.5339,0.588169,44.3286,0.604983,58.0057,0.000242964,train
81,5.14992,42.4568,222.031,74.3958,110.45,13.5396,4.396,90.4991,0.861522,29.2716,0.000431396,train
82,18.5795,114.407,47.0855,426.358,68.0348,1.83533,37.3105,2.53851,0.190231,4.8758,0.0420592,train
83,9.33136,108.412,35.7733,6.12058,77.4255,19.1559,0.902273,58.416,0.779264,36.9934,0.000399134,test
84,15.2657,101.453,18.9923,7.68365,124.881,23.8027,2.87467,85.214,0.733154,20.2229,0.00154399,test
85,2.41152,101.957,274.505,11.2243,239.705,12.0668,1.61772,177.213,0.814858,138.621,2.46513e-05,train
86,19.733,75.1657,376.407,140.247,168.19,28.3478,84.2086,140.124,0.864676,14.0393,0.0018381,train
87,14.3064,19.726,38.4748,7.21971,94.0046,7.85362,0.645331,92.8203,0.990644,6.45431,0.000671142,train
88,2.0523,25.7763,31.79,11.0253,205.069,31.8937,0.281153,171.247,0.86875,44.5137,0.000177942,train
89,17.1335,66.8789,386.851,67.0238,224.606,18.3387,49.6134,205.214,0.936901,15.5653,0.000742115,train
90,11.2185,81.5005,54.8856,62.2647,181.52,36.6594,14.7764,88.1706,0.551363,16.5735,0.0031817,train
91,17.3709,112.277,53.4194,55.7696,251.677,34.6653,40.3677,104.113,0.524095,14.0741,0.00453377,test
92,12.8153,108.614,283.17,6.75668,168.367,2.46369,4.89536,160.937,0.970075,33.8568,7.64463e-05,train
93,12.473,108.163,15.0346,41.2477,74.4804,23.1233,2.79089,26.9189,0.302136,10.7823,0.00855495,train
94,4.39148,146.337,45.2588,24.3512,118.361,3.24088,1.74192,12.0349,0.305489,41.0247,0.000590702,train
95,4.7497,52.0021,104.934,17.4012,78.2263,30.9969,0.578079,70.2232,0.886245,39.6985,0.000196911,train
96,13.7988,132.404,103.052,26.1315,296.693,5.22629,31.6784,171.039,0.706231,27.8122,0.000874765,train
97,9.50502,42.4978,15.3084,150.63,166.323,30.6285,9.4263,45.8614,0.344168,6.4994,0.0233817,train
98,19.0624,51.1425,271.086,31.9086,182.252,7.67721,18.1853,175.77,0.975051,11.4389,0.000560945,train
99,19.183,116.72,127.066,456.438,136.589,22.7458,114.127,30.9852,0.299916,7.59931,0.017227,train
100,11.9028,144.131,60.5183,287.982,68.349,1.13988,18.0985,1.51699,0.169987,8.40348,0.0141602,train
101,2.70256,96.5089,88.9523,198.86,106.091,8.46542,2.86541,9.19501,0.178877,25.7297,0.00151045,test
102,10.7072,126.961,27.6304,25.5798,213.129,34.3894,8.13769,66.2493,0.408156,19.7672,0.00247813,train
103,3.24029,30.9974,17.9148,66.1346,97.4309,7.6207,0.87155,28.3495,0.453183,17.7942,0.00299048,train
104,19.5096,97.0467,201.765,49.7882,59.253,4.02197,14.6908,47.3829,0.855188,17.8711,0.00120356,train
105,12.8824,37.3661,46.8258,130.988,290.252,8.36103,42.2155,165.216,0.696034,8.77159,0.0090091,test
106,13.1557,18.8803,65.9354,364.818,65.3492,35.3013,7.96621,56.3086,0.793134,5.34617,0.0181975,train
107,17.7906,70.8504,119.977,13.384,137.756,25.1814,6.05656,130.226,0.955156,16.1706,0.000496156,train
108,9.49526,26.7473,280.634,407.71,134.625,9.1406,38.0761,108.041,0.856735,10.5101,0.00344873,train
109,13.7666,105.049,193.624,63.83,285.17,21.9748,58.3779,184.662,0.740587,23.3456,0.00113457,train
110,5.33285,37.4549,193.282,12.5729,219.751,37.9597,1.45,213.284,0.97623,28.4021,8.67246e-05,train
111,9.22249,63.1567,33.5333,140.859,78.3334,39.6825,3.66804,44.4146,0.355223,10.0857,0.00968492,train
112,10.9113,129.347,253.594,440.18,129.803,5.12834,74.3858,14.0476,0.299388,14.4956,0.00473489,train
113,17.1975,33.2361,144.347,51.3618,63.6022,16.9388,4.68017,61.0413,0.962916,8.40667,0.00152981,test
114,4.24075,15.8895,369.751,5.16032,232.783,24.321,0.242611,232.391,0.998742,15.9673,1.47962e-05,train
115,13.1415,120.385,57.909,14.1912,70.0208,9.88213,3.21781,46.8656,0.738461,27.7976,0.000805115,test
116,14.6854,130.702,303.011,205.036,172.385,20.2664,100.615,68.1638,0.520359,19.0453,0.00248426,test
117,14.0783,129.492,134.283,34.1038,112.633,26.9923,12.3325,77.1208,0.717758,27.1254,0.000893865,train
118,10.8409,110.829,103.514,178.505,224.249,38.2277,44.5429,59.4283,0.346902,14.5327,0.00467364,train
119,17.2458,114.836,25.9047,16.3128,66.9412,30.6787,2.36999,46.9707,0.620643,17.1516,0.00271501,train
120,19.2028,28.1697,134.335,308.3,253.854,20.7759,122.468,205.091,0.856861,5.88477,0.0110176,train
121,5.01823,19.4398,61.4457,23.2605,131.456,16.6048,0.83589,124.441,0.95905,15.8198,0.000474917,train
122,4.27025,106.833,178.711,161.198,196.059,0.751006,14.4756,17.695,0.317636,32.1041,0.000962944,train
123,4.65806,27.6276,397.029,8.10443,229.106,15.1055,0.727226,227.563,0.995185,24.6055,2.37708e-05,train
124,8.27226,144.049,30.3253,241.485,186.623,6.68182,18.1985,6.72367,0.11029,7.79247,0.0164683,train
125,6.81383,117.886,28.9621,20.1442,94.3272,24.4255,1.46814,36.8093,0.407284,28.5929,0.00118482,test
126,16.7973,93.8674,114.129,144.256,296.425,20.761,113.165,118.349,0.549906,12.8419,0.00530782,train
127,12.3348,149.457,91.2843,62.5116,275.397,6.41415,42.8063,61.2912,0.430681,21.3044,0.00211172,train
128,5.4077,120.853,353.881,156.726,162.783,11.2335,21.7659,44.039,0.4414,39.8995,0.000598736,train
129,14.0644,32.1404,27.6947,9.78579,290.186,5.01377,4.21856,273.056,0.959517,9.7304,0.00124239,train
130,6.28016,44.407,48.4433,14.3858,137.226,3.72275,1.54194,114.387,0.885075,25.9185,0.000466242,train
131,19.5811,112.481,282.112,27.7523,228.578,35.6334,35.4506,204.679,0.916909,21.9852,0.000481563,train
132,17.3211,42.0031,34.1239,340.781,119.384,37.8827,30.7495,55.6293,0.439113,4.69844,0.0432446,train
133,2.28652,142.893,15.3862,160.882,149.185,36.7548,0.960687,36.7548,0.0515375,12.9346,0.00597711,train
134,19.7529,99.9997,59.5177,68.0883,175.175,27.5868,37.7453,85.1507,0.5768,12.2571,0.00564933,train
135,3.28812,136.474,316.477,288.481,260.416,11.5048,22.2701,16.6524,0.218678,36.5238,0.000749313,train
136,7.22133,99.3292,127.975,309.749,74.7303,15.7503,11.3055,18.662,0.269718,15.1095,0.0043696,train
137,19.7229,65.5447,182.486,94.895,84.2209,14.1912,24.8292,69.2485,0.855618,12.2294,0.00256404,train
138,16.9467,26.5516,15.3328,104.072,251.217,2.91727,29.0006,138.153,0.68466,4.97549,0.0287567,train
139,5.77967,11.0238,27.48,14.5534,115.446,4.8852,0.35753,112.41,0.981457,8.46936,0.00076523,train
140,8.10448,146.572,48.751,158.797,250.192,6.18812,24.6043,7.45345,0.167836,12.3093,0.00659968,train
141,19.8651,45.8684,223.985,19.4809,166.783,3.57372,9.93756,163.193,0.985196,10.0845,0.000431939,train
142,5.64542,66.6859,34.0727,479.277,239.26,9.76361,19.5405,10.2804,0.147095,7.09726,0.0198526,test
143,11.1659,60.8021,146.036,471.938,68.4905,10.1523,27.6458,23.4393,0.450124,10.2544,0.00902109,train
144,2.15152,109.161,114.392,277.25,204.076,8.2859,5.4659,8.53427,0.135801,27.6962,0.00130364,train
145,10.5513,104.705,55.1966,5.31588,137.618,12.4198,2.08379,115.238,0.879937,35.8077,0.000254044,train
146,9.00191,103.998,34.6046,5.70157,187.379,17.2843,2.31011,135.223,0.792762,37.4273,0.000370796,test
147,8.28283,78.0036,350.688,138.724,272.798,1.18179,56.957,163.157,0.72547,28.0539,0.000819123,train
148,15.1777,28.7344,23.3296,6.62573,201.385,34.7219,1.669,195.082,0.97445,8.35377,0.00107764,test
149,19.3775,86.9162,148.071,253.423,179.529,12.4431,128.701,70.3925,0.544117,10.3065,0.00829111,train
150,5.0982,71.9754,166.028,23.0528,131.16,20.9474,2.50981,105.294,0.842002,48.3909,0.00017697,train
151,3.91951,38.3775,183.627,17.2574,226.489,14.7834,1.68782,211.69,0.953255,38.2881,9.20896e-05,train
152,9.34526,71.5818,18.7639,47.5156,253.487,8.77522,10.2108,51.5017,0.404646,12.8025,0.00591622,train
153,3.94645,25.97,23.796,87.0921,104.924,21.4813,1.37241,52.6809,0.565062,15.4388,0.00361096,train
154,13.5584,65.6415,35.0293,401.859,156.203,16.2741,41.1445,21.4045,0.248844,5.06784,0.0388859,train
155,13.6922,96.8139,16.2079,13.4802,80.0661,2.88376,2.62948,33.9227,0.586146,17.1641,0.00284696,test
156,5.48303,29.0991,117.613,268.782,276.863,0.0404907,26.5755,147.586,0.680515,15.1268,0.0031326,train
157,9.95187,31.8859,351.526,10.2682,231.637,10.3712,2.43048,230.119,0.995403,13.7525,7.26745e-05,train
158,3.90828,37.7543,29.7132,29.9371,237.225,24.4727,2.06153,137.788,0.680626,26.9802,0.00098443,test
159,8.47749,41.4025,15.2859,144.874,269.647,22.7037,14.1641,49.7657,0.341567,7.01417,0.0200866,train
160,16.9895,68.2655,105.462,119.199,66.5849,31.4037,11.3664,51.1578,0.700317,11.9561,0.00480058,train
161,2.59691,71.966,50.3316,27.0014,220.223,37.5228,1.35768,82.1579,0.464557,51.9601,0.000348291,train
162,9.84909,62.0324,23.7132,103.929,146.836,15.4891,9.92516,32.7893,0.364344,9.54333,0.0107915,train
163,3.7802,110.069,357.786,5.88675,249.703,0.371723,1.8076,225.156,0.934127,109.731,1.55492e-05,train
164,19.6565,42.1161,20.8496,10.4796,81.1711,37.2181,1.24529,76.6765,0.930911,8.90921,0.00246996,train
165,15.7802,42.5769,102.868,5.84986,157.072,37.4985,1.59668,155.243,0.989735,11.6714,0.000224345,test
166,18.7771,68.8358,93.6826,16.6983,85.0164,28.172,3.85688,79.6635,0.936772,14.6734,0.000836722,train
167,9.56779,20.5198,34.0229,83.4707,282.42,23.0779,12.7076,226.027,0.852388,8.16476,0.00586833,test
168,17.5771,115.606,315.536,5.37156,161.135,16.8549,5.04213,157.207,0.981811,26.8117,7.48063e-05,test
169,13.3436,83.9884,239.506,75.6767,130.942,6.13402,28.1123,96.3992,0.813075,21.2839,0.00105405,train
170,15.1556,13.7407,19.9109,27.2023,227.396,18.5306,4.57594,216.842,0.964968,4.46449,0.0051764,train
171,17.8602,65.0187,384.971,343.428,220.811,33.6719,192.368,156.838,0.767739,11.9473,0.00398321,train
172,2.45567,24.2023,23.4475,427.004,135.406,24.1047,2.128,27.2199,0.233875,9.45387,0.0111801,train
173,19.5401,140.187,225.19,9.03489,283.62,29.9632,19.3093,263.195,0.946108,28.0969,0.000195993,train
174,7.5327,109.658,67.8101,6.14118,204.59,9.42807,2.65423,157.922,0.838986,49.6937,0.000170549,train
175,8.58167,115.217,164.134,13.2611,179.973,1.22196,6.42587,141.899,0.856748,46.8673,0.000173338,test
176,6.93401,147.308,54.147,11.876,163.18,15.3489,3.17022,68.7892,0.556173,47.818,0.000380209,train
177,13.3658,104.182,54.6508,39.0612,158.72,5.97239,15.7158,66.8194,0.5834,18.7731,0.00238828,test
178,15.1334,124.446,157.083,43.0933,246.568,20.7091,43.3416,157.021,0.730442,24.7568,0.00103791,train
179,19.3499,85.1284,92.753,31.0192,67.8166,4.05138,9.16811,53.4038,0.847539,15.7623,0.00161778,train
180,9.39215,65.2798,30.972,269.318,237.162,29.272,27.1323,36.1184,0.242855,6.99469,0.0204174,train
181,16.47,131.039,163.726,20.7873,60.4215,35.9817,3.00817,54.8574,0.846695,27.7928,0.000522771,train
182,18.7557,96.3664,254.767,40.0646,77.5149,6.95889,15.1418,66.9675,0.899578,19.3876,0.000737379,train
183,13.2511,83.5441,51.5793,83.9059,292.555,38.3616,38.3975,111.185,0.497899,13.0543,0.005389,train
184,7.55743,79.8301,29.0413,12.2334,148.45,26.9706,1.98426,92.9632,0.688176,29.7654,0.000795874,train
185,14.0427,73.379,95.5218,132.59,145.273,18.5954,33.9207,71.1745,0.595369,13.0396,0.00487303,train
186,4.93308,72.3733,97.2083,260.12,143.693,14.5859,11.1499,22.9645,0.291047,17.3709,0.00330011,train
187,17.1145,41.4438,69.6399,65.1995,213.542,8.97434,28.5636,174.595,0.871142,9.30925,0.0040058,test
188,9.44802,38.8637,62.5143,362.803,200.12,35.9894,34.4807,78.0893,0.473214,8.25933,0.0137079,train
189,6.9921,76.2653,40.4069,331.012,268.205,27.716,25.5421,30.0366,0.187237,8.35626,0.0143198,train
190,13.4224,74.3587,73.7467,438.744,87.6046,24.124,27.8123,28.9756,0.304722,7.05723,0.0199636,test
191,6.76723,148.675,180.841,18.5563,53.7123,33.3643,0.849961,44.8763,0.704164,62.5856,0.000173598,train
192,2.94381,113.274,203.897,169.402,95.4815,33.1922,2.90171,35.8945,0.260807,40.403,0.000611442,train
193,11.3359,141.579,324.435,24.633,217.83,12.3598,22.0658,171.333,0.847704,43.1972,0.000215171,train
194,15.865,29.7429,161.561,14.1149,292.825,9.85861,6.65509,289.369,0.991753,8.42891,0.000346514,train
195,7.60083,76.797,116.659,9.507,181.278,12.2505,2.77804,161.084,0.919958,38.1002,0.000154855,train
196,17.6193,131.215,131.984,65.3795,256.989,11.3767,74.8773,121.87,0.621152,19.1246,0.00218198,train
197,2.80158,99.8089,62.737,11.1187,133.168,17.27,0.657022,62.2874,0.576356,82.7093,0.000124129,test
198,3.97011,72.8062,53.6619,322.144,126.608,16.3989,5.69364,17.1099,0.174229,12.9547,0.00595836,train
199,14.0172,112.396,89.266,14.614,126.241,9.59887,7.24448,97.2894,0.832693,27.5404,0.0005737,train
200,8.30349,17.3519,63.6109,17.1604,287.565,36.0709,2.15216,281.589,0.983984,9.20894,0.00056001,train
201,5.17992,110.205,36.8284,28.9635,233.92,23.7601,3.98663,50.594,0.360958,31.0791,0.00101843,train
202,19.2827,27.8234,16.4793,20.1739,252.742,34.5695,7.99727,226.774,0.918821,6.22197,0.00590142,train
203,15.1167,76.3923,31.1495,7.76991,89.4366,16.5557,1.89532,76.3355,0.879078,18.6488,0.000942675,train
204,14.909,102.094,160.083,9.36585,194.771,5.71871,8.29561,179.31,0.945256,26.837,0.000218067,train
205,4.12648,121.163,21.1245,81.6182,86.3841,33.3302,0.917259,33.3903,0.133724,15.8394,0.00398585,train
206,6.50892,10.9244,61.7266,217.06,63.1858,20.6825,2.13176,56.9532,0.900277,6.94431,0.00572211,test
207,10.3467,114.091,85.7672,174.732,172.876,22.8119,30.2832,34.18,0.304519,13.736,0.00526977,train
208,8.29781,29.4719,48.1414,16.3749,81.2616,37.8047,0.55532,77.9562,0.948952,14.4308,0.000705607,train
209,8.56323,50.0017,163.306,53.3824,52.7064,25.2461,1.81219,47.8577,0.881298,21.4653,0.000699801,train
210,4.29813,57.1481,21.238,9.74298,128.574,2.67527,0.669003,72.0497,0.693735,37.5894,0.000492944,train
211,3.43516,37.8411,50.2271,47.3616,151.115,16.0257,1.786,85.6416,0.668387,30.1198,0.000809795,train
212,15.1692,64.1609,88.7269,163.366,113.065,5.51603,34.3781,51.4987,0.604214,10.8268,0.00698248,train
213,9.47573,37.5034,56.6446,31.0367,263.354,26.0083,7.80926,225.66,0.893141,15.0328,0.00129798,train
214,16.6293,33.4038,48.3977,9.13687,225.441,14.0636,3.71102,218.926,0.979205,8.84704,0.000784852,test
215,6.28799,119.7,45.6838,8.50145,160.783,0.698058,2.14146,80.5779,0.656818,50.6704,0.000292538,train
216,14.1426,111.557,48.5593,86.2312,229.511,3.45404,38.2041,37.6409,0.383264,12.476,0.00627859,train
217,4.01047,113.558,48.5955,34.8605,118.554,8.9049,1.79262,19.1242,0.324916,37.1254,0.000719238,train
218,16.2444,78.5387,392.255,6.43141,278.198,32.3028,6.60584,274.858,0.990919,20.1546,6.65859e-05,train
219,18.982,99.8406,328.054,306.468,282.69,11.0677,318.107,130.232,0.612712,13.5035,0.00443325,test
220,10.9679,108.938,58.5201,62.2997,65.9224,29.086,3.91587,37.1572,0.443422,18.0603,0.00291907,train
221,9.0671,63.3885,23.0218,113.62,283.757,29.5756,17.5536,53.4001,0.325,9.41335,0.0111872,train
222,16.5804,134.85,107.775,408.543,78.041,12.3399,46.2135,14.3177,0.237802,7.97407,0.0157128,train
223,11.2519,59.7813,91.854,14.4404,50.0518,15.3007,1.03583,46.5727,0.932888,20.7586,0.000442228,train
224,16.8999,134.996,20.1471,124.606,58.897,22.2091,6.34343,22.5699,0.187726,6.18592,0.0261306,train
225,10.0271,61.1347,105.999,6.85724,198.812,17.3096,2.41171,189.737,0.966558,24.5387,0.000162168,train
226,4.06782,149.329,24.1524,33.8162,210.274,31.8056,2.07852,33.155,0.179253,26.5005,0.00142386,train
227,3.61362,20.4132,43.0531,85.8374,258.985,5.85177,4.00212,169.864,0.761123,17.9593,0.00180117,train
228,13.1726,66.732,105.011,90.8795,136.231,3.92498,24.9483,81.1089,0.716012,15.2252,0.00284998,train
229,19.782,26.155,68.1016,39.672,191.143,29.613,11.9376,182.576,0.963813,6.0611,0.00288095,train
230,16.3195,99.0532,81.4671,110.348,238.378,13.8949,66.5247,81.0743,0.5079,12.8389,0.00552624,test
231,14.9885,77.0749,77.98,20.2558,177.99,29.2046,10.0035,149.729,0.872175,18.812,0.00097334,train
232,13.0998,128.567,160.406,234.33,138.065,26.2574,50.6639,40.0463,0.356396,14.3477,0.00478421,train
233,6.65856,34.6956,31.9665,131.953,279.856,9.13223,14.2247,95.6621,0.523529,11.4353,0.00687139,train
234,7.14516,101.65,128.533,52.1734,57.6277,15.3289,3.00788,32.3719,0.587012,33.9915,0.000725082,train
235,16.7946,72.3999,40.5634,162.678,156.613,35.6108,33.0202,58.2714,0.415067,7.57231,0.0168385,train
236,18.3713,50.0707,42.6668,24.8277,153.495,34.0604,8.33013,134.108,0.890429,10.5979,0.00267255,train
237,16.3778,106.326,38.8491,17.8783,149.277,14.294,9.6565,90.7505,0.704302,18.9939,0.00188426,train
238,11.0189,140.485,84.2677,11.6515,168.862,13.0914,6.80848,112.921,0.75654,39.3385,0.00038089,train
239,9.8415,105.755,60.2551,383.935,107.882,15.5978,21.5254,16.3523,0.18158,7.98644,0.0156771,train
240,10.6937,65.1082,386.196,204.034,167.112,38.1515,46.6004,124.799,0.777749,19.7189,0.00141242,train
241,8.09012,90.8473,21.13,102.455,192.213,32.324,8.50138,35.7279,0.219866,10.0957,0.00980687,train
