sample_id,diameter_mm,length_mm,k_W_mK,h_W_m2K,T_base_C,T_inf_C,heat_rate_W,T_tip_C,fin_efficiency,fin_effectiveness,biot_number,split
2369,13.7134,62.5356,122.558,5.29142,124.482,24.7209,1.47334,121.817,0.982128,18.8968,0.000148018,train
2370,18.697,23.9649,108.382,404.63,221.777,14.1838,116.913,169.716,0.827393,5.06946,0.0174506,train
2371,7.28097,74.0225,19.0177,88.1427,134.797,39.6524,3.79793,43.8102,0.261051,10.877,0.00843642,train
2372,3.00424,16.8933,25.5239,122.5,266.377,11.1287,3.27679,128.908,0.629301,14.7839,0.00360467,test
2373,19.3122,56.2255,65.6394,5.54251,55.2357,5.88993,0.991644,53.6795,0.978832,12.3779,0.000407674,train
2374,10.1426,139.413,52.1162,107.499,53.3886,33.2686,2.41491,33.9722,0.246849,13.8189,0.00523028,train
2375,11.0115,57.5034,21.9886,31.2814,202.138,2.21088,8.3623,97.8523,0.64146,14.0406,0.00391629,train
2376,14.8332,34.3585,151.258,6.68793,242.652,8.79031,2.75864,240.665,0.994285,10.2066,0.000163964,train
2377,19.5312,94.9473,20.9371,114.574,285.948,12.0961,57.3652,31.6762,0.298473,6.10235,0.0267202,train
2378,3.17273,149.139,67.2149,12.3255,145.999,15.9083,1.02933,42.2548,0.429565,81.1992,0.000145449,train
2379,18.0864,31.8227,56.4155,73.8048,87.2622,38.4275,6.62166,79.3342,0.889645,7.15092,0.00591531,train
2380,19.0008,36.841,101.865,17.038,109.756,6.64993,4.27507,106.733,0.980208,8.58236,0.000794526,train
2381,8.34808,21.9409,155.676,18.9143,152.496,14.0078,1.63242,150.218,0.988952,11.3858,0.000253569,train
2382,19.8562,21.9841,29.8582,439.422,52.7559,0.289763,23.7815,24.0013,0.613625,3.33116,0.0730558,train
2383,12.3033,67.0606,27.2259,189.063,177.209,29.9161,22.5958,40.5231,0.29931,6.82498,0.0213593,train
2384,15.8376,92.983,351.765,19.9575,166.726,15.5295,13.9347,157.103,0.957408,23.4413,0.000224638,test
2385,18.4926,115.359,21.3957,19.7224,245.149,32.6717,16.1154,108.36,0.551702,14.318,0.0042616,train
2386,11.5879,112.457,285.913,22.2547,150.36,35.5282,9.6126,132.513,0.895714,35.6663,0.000225493,train
2387,19.9779,139.276,64.3049,10.603,260.01,23.2658,18.6429,196.94,0.820215,23.6928,0.00082352,train
2388,11.363,58.2147,45.5015,26.8612,56.8754,9.98746,2.20349,43.1982,0.80271,17.2524,0.001677,train
2389,6.32488,19.7933,58.005,11.4535,190.042,1.93311,0.898046,184.829,0.981414,13.2665,0.000312224,train
2390,5.89897,50.4253,82.5295,57.2898,80.1084,13.0718,2.65606,52.4362,0.719045,25.3051,0.00102373,train
2391,9.24013,110.496,18.3122,48.0583,78.495,25.1188,2.20702,27.5073,0.262742,12.8305,0.0060624,train
2392,3.89437,139.577,75.3006,53.1947,117.519,9.73183,2.60153,14.6216,0.26386,38.0916,0.000687776,train
2393,5.85399,138.642,52.4956,174.654,181.81,19.2191,10.9533,19.6283,0.149696,14.331,0.00486908,train
2394,16.933,13.8155,119.452,57.1724,260.915,34.3774,12.2868,257.031,0.988054,4.21265,0.00202612,train
2395,19.6037,138.972,206.534,463.354,191.827,10.2069,241.214,26.9814,0.323489,9.49644,0.0109951,test
2396,15.5388,100.56,19.9314,255.094,78.8029,32.5302,10.0389,32.7658,0.166804,4.48472,0.0497187,test
2397,13.6811,137.812,135.137,495.759,77.9289,35.0075,27.92,35.8535,0.216154,8.92561,0.0125475,train
2398,16.9995,107.574,23.1252,31.2101,147.819,13.3586,12.1177,49.4478,0.483514,12.7224,0.00573568,train
2399,10.758,139.843,22.8827,293.259,253.244,0.895515,36.2322,0.922847,0.101636,5.38633,0.0344678,train
2400,9.65351,28.7096,42.5607,129.359,197.885,3.61076,17.2282,120.036,0.72629,9.36626,0.00733522,train
2401,18.5915,127.634,102.208,11.4946,193.463,11.0439,14.2447,160.695,0.879275,25.0249,0.000522712,train
2402,15.4308,91.3933,89.5101,28.0252,72.6036,25.1639,4.97416,59.2808,0.810257,20.0062,0.00120782,train
2403,10.3793,51.8993,83.9214,235.563,174.448,10.8534,36.144,64.0674,0.527826,11.0849,0.00728356,train
2404,2.8853,59.0368,82.1854,55.6284,268.534,0.22895,4.19517,84.1252,0.518904,42.9885,0.00048824,train
2405,10.4858,98.1072,252.556,146.619,142.094,6.88369,39.7135,64.4563,0.603719,23.1978,0.00152185,train
2406,17.6862,83.8347,46.2011,9.90283,266.938,6.79712,11.2512,224.624,0.890637,17.7775,0.000947725,train
2407,17.4307,58.5735,37.353,64.0882,123.688,30.5929,13.9623,80.1207,0.679084,9.80697,0.00747665,train
2408,8.11052,84.7741,122.333,9.4055,250.685,33.9172,4.12381,223.037,0.914523,39.1502,0.000155894,train
2409,12.2454,127.538,149.81,88.769,69.9803,17.2361,12.2803,33.9535,0.522046,22.2709,0.00181398,train
2410,2.79757,31.5585,37.62,92.6774,263.418,13.7515,3.28072,85.8565,0.500114,23.0666,0.00172296,train
2411,3.48082,24.4344,172.151,17.0897,134.964,31.7003,0.476777,131.308,0.976343,28.3909,8.63868e-05,train
2412,6.41596,135.971,56.7688,6.95949,186.782,1.51033,2.48076,103.61,0.693823,59.5094,0.000196639,train
2413,2.64321,36.6654,17.8549,380.665,187.483,36.5786,2.65564,36.9509,0.149152,8.425,0.0140883,train
2414,9.59995,111.716,295.332,414.609,292.199,25.2768,136.9,58.9852,0.35943,17.0904,0.00336927,train
2415,15.6078,51.2145,263.797,5.42001,112.886,9.26615,1.50977,112.067,0.994704,14.0506,8.017e-05,train
2416,5.91594,103.771,110.801,13.596,175.508,24.7923,3.10943,125.559,0.775742,55.2044,0.000181482,train
2417,18.2814,66.963,43.3182,48.8398,165.071,12.307,22.0667,102.369,0.719905,11.2677,0.00515291,train
2418,4.50909,126.098,22.5426,111.78,107.443,25.9455,1.94573,25.9809,0.118512,13.3753,0.00558973,train
2419,3.76483,145.133,159.323,6.90923,293.003,33.1422,2.37143,202.636,0.764487,118.648,4.08167e-05,train
2420,10.9368,147.871,161.311,130.739,269.096,38.9522,59.3783,73.2263,0.381369,21.0066,0.00221601,train
2421,15.2177,78.6504,41.2941,157.97,220.888,15.9817,48.2818,46.0192,0.378388,8.20094,0.0145538,test
2422,2.83697,128.854,150.913,239.567,274.912,29.9571,11.0551,31.0244,0.16314,29.8022,0.00112589,train
2423,12.079,129.698,130.545,193.357,58.9721,22.1635,12.1268,26.0556,0.33832,14.8691,0.00447271,train
2424,4.36133,37.9983,202.282,29.8955,74.4049,38.3144,0.541012,70.9677,0.936243,33.5645,0.000161142,test
2425,14.8213,32.719,151.73,79.1641,222.051,10.446,26.766,203.9,0.942109,9.2612,0.00193322,train
2426,2.06158,138.276,23.5171,32.4722,220.613,16.501,0.829343,16.8109,0.139201,37.4857,0.00071165,train
2427,3.51357,51.0174,85.2412,179.809,165.138,35.0496,5.20405,55.3973,0.388385,22.946,0.00185289,train
2428,12.947,12.1737,265.995,35.4438,293.985,9.77628,6.2938,292.662,0.996784,4.74579,0.000431297,test
2429,5.29311,96.289,44.5983,10.239,165.704,12.4399,1.69983,91.1752,0.66733,49.2259,0.000303801,train
2430,14.9587,18.946,18.6851,158.458,89.2811,10.3187,9.80426,59.0989,0.735,4.45868,0.031714,train
2431,8.77901,99.4951,180.653,8.93115,111.929,37.1921,1.73906,104,0.928967,43.042,0.000108505,test
2432,13.241,15.5441,197.21,34.5746,192.711,4.806,5.06384,191.01,0.993804,5.66046,0.000580349,test
2433,15.3249,95.5945,88.389,51.1758,93.1116,34.4813,9.87458,66.2986,0.687521,17.8422,0.00221821,train
2434,19.8682,136.042,19.6132,13.867,56.6876,11.016,3.09196,27.4605,0.554688,15.7469,0.00351183,train
2435,15.9874,77.0338,93.8168,16.9868,94.9538,9.05328,5.41239,83.6175,0.911389,18.4771,0.000723686,train
2436,15.6301,36.4212,244.74,8.96854,156.988,23.3239,2.36192,155.985,0.994951,10.2687,0.000143192,train
2437,5.54707,17.114,52.6096,8.52618,101.494,5.70456,0.259861,99.6202,0.986882,13.1659,0.000224747,train
2438,19.659,92.0143,26.1574,12.0208,198.227,18.6241,10.1212,140.741,0.7831,15.4443,0.00225861,test
2439,4.70015,69.2703,168.623,142.847,215.273,35.1496,13.5203,88.3088,0.50516,30.2851,0.000995422,train
2440,14.6972,27.0567,354.494,448.292,115.044,17.3718,56.1796,101.26,0.90424,7.56285,0.00464651,test
2441,2.28092,110.693,57.6746,36.337,149.533,16.291,1.04246,22.8873,0.270058,52.6939,0.000359264,train
2442,12.6155,41.3293,48.3308,12.6881,183.457,17.9325,3.51196,170.765,0.948505,13.378,0.000827976,train
2443,13.8755,49.3214,167.203,6.35833,52.238,17.1172,0.508708,51.7105,0.989942,15.0652,0.000131913,train
2444,11.1138,14.307,29.4477,12.7956,235.225,34.5448,1.50901,230.848,0.985118,6.05774,0.00120729,train
2445,14.8234,134.773,167.64,8.67593,212.699,27.4069,9.53101,190.4,0.919361,34.3542,0.00019179,train
2446,20,17.7269,70.5114,138.895,126.07,26.9318,18.4412,117.206,0.937868,4.26297,0.00984912,train
2447,16.0172,20.5888,272.35,8.59145,133.155,17.5393,1.2273,132.888,0.998422,6.13197,0.000126318,test
2448,14.1625,61.8786,227.727,347.251,211.29,7.95804,132.588,106.341,0.645149,11.9203,0.00539893,train
2449,16.439,139.986,20.7827,128.496,117.597,22.0681,16.3437,22.7907,0.178917,6.27316,0.0254099,train
2450,5.554,63.5091,51.9809,89.8751,167.807,33.0181,5.86838,60.069,0.427801,19.9951,0.00240072,train
2451,8.95967,100.581,22.4897,10.0074,59.8525,6.05743,0.962805,30.0071,0.617947,28.3662,0.000996711,train
2452,8.20452,71.2041,362.986,104.669,179.395,39.6736,22.2749,139.395,0.806669,28.8099,0.000591453,train
2453,10.5472,74.3049,35.9253,436.379,287.943,16.7765,57.7655,19.7447,0.191478,5.58733,0.0320289,train
2454,2.7656,28.3372,90.514,31.6801,260.487,22.6922,1.66915,217.473,0.878501,36.884,0.000241992,train
2455,4.67977,18.0442,54.2274,7.47094,185.163,6.56234,0.371556,181.364,0.985759,16.1893,0.000161184,train
2456,15.6914,11.9659,220.029,7.11326,206.995,15.9885,1.06346,206.809,0.999317,4.04756,0.000126821,test
2457,10.5082,48.9991,73.2235,30.2086,187.615,18.2395,7.67788,157.525,0.880469,17.3029,0.00108379,train
2458,18.6306,21.7387,174.934,45.9951,244.458,26.0989,15.3176,240.363,0.987161,5.59456,0.00122462,train
2459,4.85903,113.866,155.247,457.427,161.816,38.3041,17.5111,39.1592,0.176434,16.7146,0.00357921,test
2460,18.0295,129.954,80.3899,99.7181,261.73,34.0055,75.7642,82.5204,0.438076,13.0684,0.00559108,train
2461,18.4943,43.6863,27.6122,63.359,203.951,5.07469,26.0257,127.161,0.735844,7.68854,0.0106093,test
2462,9.66331,71.8697,33.8946,300.823,182.847,24.2534,23.8896,27.802,0.222041,6.82764,0.0214411,train
2463,3.86643,112.926,49.2462,61.2466,229.01,13.1876,4.47368,20.4493,0.244642,28.8253,0.00120216,train
2464,4.52243,145.96,107.978,130.617,134.883,6.65445,7.27396,8.74256,0.207817,27.0367,0.00136765,train
2465,17.4849,72.728,285.718,108.228,197.269,0.907009,77.1866,155.795,0.857592,15.1261,0.0016558,train
2466,12.228,115.504,176.496,174.073,236.659,18.7933,78.8493,69.9489,0.456489,17.7043,0.00301503,train
2467,9.36846,38.7054,171.827,26.7139,96.9332,30.7726,2.05903,93.4097,0.964321,16.9005,0.000364127,train
2468,5.99316,56.8979,21.3051,45.137,140.987,9.01029,2.90976,38.0629,0.44426,17.3151,0.00317428,train
2469,17.0292,52.9268,74.1341,24.7493,213.08,19.8532,13.4963,190.823,0.922495,12.391,0.00142128,train
2470,16.2795,130.922,75.3944,228.347,269.24,23.0962,105.242,35.5454,0.27121,8.99563,0.0123264,train
2471,15.0523,117.168,23.2746,66.7523,204.223,38.3201,18.9217,50.14,0.298777,9.6016,0.0107926,train
2472,5.02885,34.7705,90.9635,437.187,187.549,32.8705,16.8823,65.928,0.43861,12.5692,0.00604239,train
2473,18.7317,104.43,17.6895,382.965,159.778,21.3698,45.8757,21.543,0.134791,3.14065,0.101382,train
2474,9.09208,143.987,16.1221,6.03648,61.36,6.25362,0.706445,22.7396,0.508338,32.7096,0.00085107,train
2475,17.8508,139.953,18.6623,34.2727,72.4246,23.8353,4.57749,29.0318,0.339404,10.9832,0.00819565,train
2476,10.3723,124.83,30.5939,320.007,206.604,4.7956,33.1337,4.92051,0.123566,6.07197,0.0271231,train
2477,13.002,10.4667,15.4321,371.03,215.419,9.94604,30.0443,129.386,0.703349,2.96815,0.0781514,train
2478,5.8654,52.0832,27.8241,137.285,85.3833,3.23938,3.56799,10.6047,0.320643,11.7095,0.00723502,train
2479,4.99005,68.8882,192.425,23.6888,197.167,9.20636,4.232,159.264,0.864454,48.6,0.000153577,train
2480,15.088,89.5857,205.13,81.8876,202.724,6.21017,55.1991,137.512,0.775155,19.1852,0.00150578,train
2481,17.8251,33.8111,177.044,62.3723,195.66,30.037,21.322,186.637,0.963172,8.27104,0.00156994,test
2482,11.515,47.1862,234.469,43.9484,55.7126,21.9531,2.54991,53.1418,0.94894,16.5033,0.000539586,train
2483,15.2928,35.285,66.2676,7.23998,245.569,37.5802,2.78883,241.147,0.985695,10.0829,0.000417697,train
2484,6.38653,104.462,28.3946,97.8069,79.072,11.3473,2.86102,12.3324,0.202976,13.483,0.00549969,train
2485,3.79779,46.8832,61.3374,108.01,238.15,27.1787,6.11112,80.1424,0.469926,23.6747,0.0016719,train
2486,5.82574,35.976,242.866,53.5891,127.125,13.1207,3.91251,116.026,0.934776,24.025,0.000321366,test
2487,5.53311,78.2132,48.238,25.4293,235.085,2.63103,4.81304,96.7544,0.588484,33.8625,0.000729215,test
2488,16.2418,40.7637,145.195,328.24,78.614,8.04765,39.3137,51.9761,0.742091,8.19211,0.00917941,test
2489,11.1791,88.5314,26.599,14.3202,59.4659,11.2244,1.49134,36.4104,0.673062,21.994,0.00150463,test
2490,17.8016,30.3298,47.5757,34.844,289.209,9.57412,17.7894,263.919,0.938648,7.3356,0.00325943,train
2491,16.2604,89.162,74.6235,462.036,214.392,8.51264,124.338,19.4564,0.274469,6.29457,0.0251692,test
2492,8.98799,64.8155,88.308,44.3643,135.999,31.1206,6.70195,98.9826,0.760658,22.7021,0.00112885,train
2493,9.47913,139.127,34.4473,342.104,78.9766,5.80446,11.5153,5.82002,0.109171,6.51844,0.0235349,train
2494,12.1065,148.488,69.7103,79.544,199.341,24.8386,27.0386,43.2332,0.338028,16.9218,0.00345358,train
2495,2.72665,80.9672,246.627,109.889,152.951,23.3659,4.6266,55.0208,0.464538,55.6418,0.000303728,train
2496,3.30905,65.38,84.0672,240.93,248.724,34.6195,9.10337,43.3209,0.256405,20.5205,0.00237087,train
2497,16.164,10.2005,190.807,201.839,279.341,9.90339,38.6627,272.9,0.983055,3.46454,0.00427463,train
2498,7.93479,128.634,25.4637,32.2267,51.015,36.2191,0.469301,37.3112,0.302277,19.9036,0.00251056,train
2499,5.62357,39.2438,38.3756,129.004,119.087,10.215,4.88741,39.5642,0.484554,14.0103,0.00472606,train
2500,9.17567,62.5545,136.902,39.757,190.388,24.9125,10.498,154.414,0.853636,24.1321,0.000666164,train
2501,13.6419,110.407,78.2522,374.169,78.3084,0.815862,33.1742,3.01683,0.234552,7.82772,0.0163074,train
2502,14.9221,118.413,44.0933,176.967,159.252,30.9633,32.4263,35.664,0.24944,8.16709,0.0149724,test
2503,14.6119,83.8196,76.8883,242.003,154.718,26.0328,48.133,45.7683,0.384914,9.21696,0.0114976,train
2504,8.4091,82.3231,242.151,122.774,174.895,11.2633,29.5462,93.5371,0.659411,26.4813,0.00106588,train
2505,2.11622,39.3408,237.849,125.182,142.381,39.9239,2.29898,93.8411,0.676235,50.9615,0.000278446,train
2506,6.75521,40.426,45.8226,19.635,68.1861,2.85815,1.00067,55.8351,0.87284,21.7666,0.000723654,train
2507,3.84251,102.392,330.879,29.7465,195.388,16.1912,5.06535,132.34,0.761651,81.9451,8.63618e-05,train
2508,8.74225,33.7115,236.49,14.0407,170.596,14.5721,2.13495,167.915,0.988495,16.2357,0.00012976,test
2509,16.7782,121.281,144.939,317.043,188.642,8.96659,130.636,29.4576,0.346737,10.3723,0.00917528,train
2510,7.34126,78.7078,39.4383,134.122,171.381,16.8484,11.083,26.5129,0.287865,12.633,0.00624156,test
2511,17.0206,66.1206,141.94,57.5826,195.026,29.595,31.1006,162.528,0.867585,14.349,0.00172624,train
2512,11.3185,126.299,27.0425,8.83847,92.5321,25.2891,1.73567,56.9056,0.636039,29.0253,0.000924821,train
2513,16.1095,126.173,135.508,23.4201,181.691,34.8741,18.3984,140.813,0.812025,26.2518,0.000696059,train
2514,11.9497,20.8272,22.6738,204.696,128.661,33.1615,11.54,81.8332,0.660307,5.26373,0.0269701,test
2515,2.47899,34.4774,114.886,30.7821,287.757,1.70699,2.05442,225.499,0.853594,48.3403,0.000166052,train
2516,4.5494,75.1264,45.4242,31.53,66.8989,20.206,0.813284,34.0833,0.506811,33.9837,0.000789459,test
2517,8.95166,48.8168,50.114,160.108,170.14,17.6399,17.4222,61.1842,0.496968,11.3376,0.00714988,train
2518,8.6569,80.685,304.277,19.1349,119.707,18.8425,4.08101,110.428,0.938426,35.9241,0.000136101,train
2519,18.9615,88.962,67.869,35.27,84.7823,5.99944,11.9128,57.8537,0.768077,15.1825,0.00246347,train
2520,14.588,97.4873,16.164,12.4516,233.447,12.4691,7.80503,109.129,0.612011,16.9716,0.00280938,test
2521,13.6602,30.081,15.5601,96.2852,51.878,38.9442,1.11869,44.8786,0.624916,6.12938,0.0211322,train
2522,4.51966,29.3066,35.7243,421.711,225.592,29.178,11.4609,46.7552,0.320169,8.62441,0.0133382,test
2523,3.58621,138.783,55.5524,224.327,288.383,12.5026,10.3893,12.5495,0.106676,16.6197,0.00362039,train
2524,19.9233,84.2232,16.728,188.289,224.12,1.12756,55.2598,7.70588,0.23572,4.22163,0.0560638,train
2525,18.8815,60.0101,28.938,81.0456,242.724,7.2487,42.6719,101.166,0.582332,7.98549,0.0132202,train
2526,4.8389,94.7349,294.167,6.87654,56.4693,29.7647,0.253012,54.2587,0.944642,74.9206,2.82789e-05,train
2527,7.18455,28.2869,399.134,455.868,141.552,30.4438,29.0273,115.879,0.844016,14.1362,0.00205145,test
2528,16.7356,67.7027,26.4393,35.4857,123.637,11.2948,10.0467,69.0645,0.666791,11.4566,0.00561547,train
2529,5.51235,81.0637,250.854,33.9744,51.7525,33.7261,0.720635,47.0507,0.824179,49.3052,0.000186641,test
2530,13.3163,128.377,97.7857,465.787,236.906,2.40248,120.792,5.64372,0.200706,7.94037,0.0158576,test
2531,9.79597,13.1908,54.5738,176.05,129.319,34.0501,7.30694,116.108,0.90515,5.78048,0.00790021,test
2532,14.245,83.4064,69.9156,360.926,257.789,10.0149,104.836,28.2186,0.301209,7.35568,0.0183843,train
2533,7.86373,133.541,325.134,43.0232,161.601,4.72772,16.3536,97.8787,0.723805,49.89,0.000260142,train
2534,6.03895,122.443,253.3,5.70983,107.074,4.25297,1.28391,96.3133,0.929953,76.3511,3.40321e-05,train
2535,7.87028,26.1146,15.8889,79.3031,237.297,29.1261,7.20061,125.128,0.628185,8.96578,0.00982034,train
2536,2.84217,104.084,55.3652,81.3801,166.191,27.2736,2.21906,29.6395,0.209775,30.9386,0.00104441,train
2537,19.1468,120.279,44.567,8.64851,81.448,0.465703,4.37999,61.1921,0.831301,21.7201,0.000928887,train
2538,11.6464,129.151,15.2527,59.0377,171.541,4.17383,9.91423,6.90145,0.207652,9.41857,0.0112698,train
2539,6.33345,136.528,217.924,111.227,245.259,39.0449,25.0646,73.3681,0.397663,34.6867,0.000808133,train
2540,10.5634,48.7521,100.369,10.1366,290.81,26.6676,4.41877,278.043,0.967642,18.831,0.000266706,train
2541,13.7908,63.6556,22.4247,16.5422,207.055,36.8992,6.28405,148.86,0.767922,14.9462,0.00254329,train
2542,2.16724,99.5541,149.237,14.8299,80.9029,27.7969,0.346593,53.4725,0.64575,119.298,5.38404e-05,train
2543,3.08719,137.198,68.6852,21.7358,205.273,12.931,1.9875,36.3851,0.35527,63.5097,0.000244239,train
2544,3.47325,96.411,101.816,54.3549,227.914,7.0411,5.19897,46.3273,0.40797,45.7059,0.000463554,train
2545,6.3734,16.7731,99.6961,35.9205,258.353,20.5175,3.06425,249.628,0.975342,11.2427,0.000574085,train
2546,16.3422,67.0823,267.648,100.464,75.3348,30.6422,14.2596,66.6587,0.869205,15.1411,0.00153353,test
2547,6.9184,53.8864,30.7882,5.0217,134.299,29.0756,0.58311,120.633,0.912919,29.3553,0.000282106,train
2548,4.65351,30.0648,56.7573,331.668,246.449,36.6515,14.0143,82.1373,0.441155,11.8418,0.00679834,train
2549,9.35217,121.978,222.25,11.1587,237.888,19.7414,8.02256,206.111,0.902323,47.9773,0.000117388,test
2550,19.3979,36.9184,19.0873,256.84,276.726,19.7684,74.5209,77.615,0.443616,3.82081,0.0652547,train
2551,7.98694,136.677,25.5419,40.8383,215.406,32.4269,6.62082,39.6665,0.254637,17.6845,0.00319253,train
2552,13.607,134.366,23.0675,12.7762,194.887,24.5711,6.86907,81.6554,0.536021,21.7082,0.0018841,train
2553,3.89695,32.5642,59.4157,164.707,264.697,6.12943,9.24323,90.3163,0.528591,18.1969,0.0027007,train
2554,10.0452,91.1491,38.4932,131.549,92.9624,14.6893,8.79099,19.6488,0.288852,10.7729,0.00858224,train
2555,10.8872,51.1709,218.227,243.526,58.1603,28.4752,9.73669,46.4179,0.730683,14.4678,0.00303734,test
2556,12.4138,65.5244,36.8761,136.224,164.381,38.3559,19.0683,61.8916,0.415001,9.17711,0.0114644,test
2557,16.0366,47.3445,15.0307,11.9414,82.8206,12.6778,1.85482,67.8693,0.85591,10.9635,0.00318514,train
2558,7.25152,87.4123,19.1457,13.2897,270.865,36.6086,3.41033,115.99,0.53892,26.5242,0.00125838,train
2559,11.3054,43.733,181.219,6.58838,67.9755,16.1243,0.559719,67.2635,0.99081,16.3219,0.000102755,train
2560,7.87597,123.619,357.454,11.5405,291.729,5.25044,9.47083,258.305,0.921867,58.7995,6.35693e-05,train
2561,14.5959,83.2625,73.3135,5.35416,292.358,36.202,5.20606,274.176,0.952482,22.6863,0.000266488,train
2562,2.58778,146.653,285.157,77.7446,288.291,31.3037,7.87492,56.233,0.329144,74.9411,0.000176382,train
2563,3.05662,33.5123,214.432,134.459,245.174,17.1414,7.74853,166.998,0.767794,34.4397,0.000479163,train
2564,6.04806,56.0811,23.7512,248.854,193,17.1637,9.98636,20.0957,0.208554,7.94389,0.0158422,train
2565,17.9529,31.6604,304.237,266.798,288.924,36.7461,126.596,260.265,0.9229,7.43314,0.00393591,train
2566,2.9682,16.3944,16.271,8.73567,133.405,15.4241,0.153942,121.914,0.934725,21.5859,0.000398397,train
2567,10.1286,127.694,374.606,13.8206,260.309,4.14676,13.5706,231.632,0.925036,47.5741,9.34202e-05,test
2568,5.32828,95.7108,15.1953,8.80843,250.043,39.1613,1.43943,93.9312,0.477038,34.7528,0.000772175,train
2569,8.02619,40.7343,153.667,8.38122,50.6449,7.93724,0.379498,49.6083,0.983772,20.955,0.00010944,train
2570,6.69126,62.7952,44.0602,238.641,128.376,15.6085,9.92876,21.3847,0.272248,10.4921,0.00906038,train
2571,8.33358,80.632,112.069,19.4927,190.12,7.68576,6.50683,148.104,0.844937,33.5459,0.000362376,train
2572,5.87127,113.402,24.0178,152.498,114.468,18.8059,4.09124,18.9065,0.132363,10.3585,0.0093197,train
2573,2.27336,142.379,57.6202,15.8338,100.848,28.742,0.369453,34.9526,0.31696,79.7212,0.000156178,test
2574,10.0062,89.0238,50.0348,17.5028,281.235,20.0187,9.65087,178.866,0.733666,26.843,0.000875073,train
2575,13.3746,94.3378,27.3539,76.9499,51.3574,7.84307,4.8171,12.9668,0.35051,10.2398,0.00940613,train
2576,3.9314,125.271,117.358,129.806,106.963,21.208,4.09658,23.6913,0.236006,30.3167,0.0010871,train
2577,12.2603,24.9067,160.236,29.6521,140.322,22.3438,3.71086,137.622,0.984566,8.9851,0.0005672,train
2578,2.08579,131.581,16.582,50.5704,241.052,16.6358,0.972402,16.6542,0.0989843,25.0764,0.00159027,test
2579,7.43394,115.714,19.7714,261.163,274.257,23.7798,18.1214,23.8049,0.100887,6.38238,0.0245491,train
2580,8.38293,36.4757,219.545,133.936,113.099,19.4266,11.176,95.9755,0.876934,16.1397,0.00127852,train
2581,11.068,42.3763,17.5371,108.12,138.95,38.8962,7.74753,62.51,0.456258,7.44377,0.0170593,test
2582,7.16689,49.4823,360.411,25.8073,297.973,14.7657,8.15414,283.737,0.966391,27.6554,0.000128296,train
2583,18.2614,55.0065,333.349,9.8057,150.132,6.29785,4.78383,148.513,0.99245,12.9502,0.000134293,train
2584,16.4772,43.2157,38.1856,121.127,206.393,39.2755,32.6741,123.599,0.658752,7.56972,0.0130667,train
2585,8.52348,118.817,18.0918,20.2178,74.7639,28.33,1.08912,34.1345,0.358215,20.3322,0.00238127,train
2586,11.4429,31.3682,18.3567,11.7302,176.997,1.35315,2.33509,156.418,0.92106,11.0206,0.00182804,test
2587,2.60757,65.8261,32.2553,28.1518,114.614,18.1178,0.59888,34.9419,0.404817,41.282,0.000568959,train
2588,9.29858,24.997,17.4967,20.4728,107.549,14.4539,1.35558,92.5385,0.891149,10.4737,0.00272006,train
2589,7.37005,83.5869,46.3294,9.25832,190.88,5.77394,2.70993,135.917,0.799426,37.0659,0.000368202,test
2590,18.8594,80.105,213.742,132.768,126.443,10.7232,59.503,87.3385,0.770661,13.8642,0.00292868,test
2591,16.5607,70.3675,140.235,21.0278,242.236,14.7022,17.3964,221.197,0.937975,16.8801,0.000620805,train
2592,4.64331,128.895,134.56,187.227,277.175,0.71741,21.8035,6.84737,0.222035,24.8762,0.00161518,train
2593,17.5641,114.755,135.723,41.281,267.357,17.8997,51.756,180.701,0.764466,20.743,0.00133556,test
2594,6.17636,19.5689,255.91,468.548,293.741,14.8291,45.7496,233.693,0.854542,11.6845,0.00282708,train
2595,12.4274,86.8665,158.012,7.89876,292.064,2.95653,7.69059,274.227,0.958734,27.7647,0.000155306,train
2596,14.3557,92.2183,24.9526,31.7034,194.664,1.08113,13.9325,63.3573,0.525388,14.0253,0.0045599,train
2597,9.13119,145.403,120.112,220.414,92.4807,8.54313,18.7102,11.0973,0.238709,15.4433,0.0041891,train
2598,14.22,118.507,218.624,96.7002,287.018,25.8291,88.6876,151.546,0.643948,22.1101,0.00157242,test
2599,10.2159,103.834,147.005,30.2381,161.517,20.5271,11.3118,115.081,0.777086,32.3702,0.000525339,train
2600,8.06548,21.1766,355.153,5.8935,194.112,1.42492,0.666381,193.689,0.998528,11.4854,3.34602e-05,train
2601,7.48311,100.468,87.738,7.54785,61.6485,12.6143,0.770517,51.8252,0.865347,47.3377,0.000160938,train
2602,11.4751,119.752,138.342,68.5698,192.074,12.7809,31.136,81.6385,0.572922,24.4886,0.00142192,train
2603,17.6624,83.4894,25.2398,152.348,86.703,24.2074,14.2463,29.1048,0.306764,6.10701,0.0266526,train
2604,9.83151,56.0292,128.731,60.2575,282.569,27.5126,22.9783,217.422,0.827638,19.6943,0.0011505,train
2605,2.36395,105.356,20.2585,49.7613,275.546,34.6337,1.38097,35.1547,0.146405,26.2463,0.00145165,train
2606,8.42475,74.9898,33.8416,18.4576,54.0783,25.1979,0.74141,40.6217,0.681618,24.9503,0.00114874,train
2607,17.8929,46.6315,26.9493,18.1587,146.036,31.6203,5.29239,126.851,0.886728,10.1305,0.0030141,train
